iris,taux_pauvrete_pre,com
141182002,15.8102766798419,14118
141182004,26.829856357827484,14118
141182006,13.434483402111747,14118
141182007,19.42981864051332,14118
143270102,13.341751324080377,14327
143270103,,14327
143270201,53.86529146523983,14327
143270202,14.370887290815142,14327
143270301,38.1791483113069,14327
143270302,33.10678135620294,14327
143270401,29.5107415023588,14327
143270501,28.570077972179003,14327
143270503,,14327
143270601,19.489888892151228,14327
143270602,32.17676332922354,14327
143660101,19.82824548923331,14366
143660102,17.08355260031875,14366
143660201,23.594625303106508,14366
143660202,11.906066950536276,14366
143660301,24.159182570772472,14366
143660302,44.766453504818706,14366
143660303,34.61058929769333,14366
143660304,19.666042175925295,14366
143660601,20.98612679455138,14366
143660701,22.413866963232408,14366
150140101,10.285339185071157,15014
150140102,27.624298389367954,15014
150140103,,15014
150140104,15.219168619548903,15014
150140105,20.3894356622766,15014
150140106,9.601844988906931,15014
150140107,9.821514494110088,15014
150140108,11.68592246409395,15014
150140109,,15014
150140110,,15014
150140111,30.55619917750887,15014
150140112,,15014
150140113,10.220605577230463,15014
160150101,25.375604140896638,16015
160150102,12.937277067519133,16015
160150201,14.889538109558814,16015
160150202,16.775030807232948,16015
160150203,13.07885750031012,16015
160150301,18.234498823713732,16015
160150302,15.642475217832219,16015
160150402,13.595170009826049,16015
160150403,27.865062503775988,16015
160150502,25.467215873714014,16015
160150601,,16015
160150603,15.074123286088003,16015
160150703,51.043699104109834,16015
160150704,31.797780277782646,16015
161020102,8.868331099406214,16102
161020201,18.920816136414462,16102
161020202,14.223352983351177,16102
161020203,,16102
161020301,14.77502926392763,16102
161020302,16.234940979679028,16102
163740102,9.38967136150235,16374
163740103,51.2745812090313,16374
163740104,,16374
163740105,13.8908829863604,16374
172990101,22.858654522185017,17299
172990102,32.510068507196685,17299
172990201,15.920328296744183,17299
172990202,13.72567758533559,17299
172990203,13.847013999680366,17299
172990204,12.125356780014393,17299
172990301,21.77188854261183,17299
172990302,,17299
172990401,19.103916494385132,17299
173000101,16.229400945550896,17300
173000102,16.650747494945396,17300
173000103,17.839323697941243,17300
173000104,10.57859434712858,17300
173000201,,17300
173000202,6.74982674982675,17300
173000402,22.647200293064827,17300
173000403,14.599181618519935,17300
173000502,49.32186269025267,17300
173000601,12.92831695937486,17300
