iris,com,libcom,taux_pauvrete,revenu_median,annee
860660101,86066,Châtellerault,25.9221047201444,16940.5555555556,2012
860660102,86066,Châtellerault,13.9013452914798,19905.9047619048,2012
860660103,86066,Châtellerault,25.7711038961039,15482.8,2012
860660201,86066,Châtellerault,47.0624613481756,12135.3333333333,2012
860660202,86066,Châtellerault,49.4064805903112,11907.2222222222,2012
860660203,86066,Châtellerault,18.1789440404679,18196.0,2012
860660301,86066,Châtellerault,27.9272727272727,15454.7826086957,2012
860660302,86066,Châtellerault,11.0236220472441,19060.7692307692,2012
860660401,86066,Châtellerault,19.743935309973,17022.5,2012
860660402,86066,Châtellerault,10.1512254475926,19064.0,2012
860660403,86066,Châtellerault,27.7777777777778,15784.0,2012
860660501,86066,Châtellerault,,22131.4285714286,2012
860660502,86066,Châtellerault,11.9872267256202,19465.0,2012
860660504,86066,Châtellerault,,20924.0,2012
860660505,86066,Châtellerault,13.6822302035232,18938.0,2012
861940101,86194,Poitiers,21.9812164579606,18726.0,2012
861940102,86194,Poitiers,,22101.5384615385,2012
861940103,86194,Poitiers,17.2440338722094,22684.0,2012
861940104,86194,Poitiers,,25082.5,2012
861940105,86194,Poitiers,,22553.3333333333,2012
861940106,86194,Poitiers,15.7627118644068,23763.0,2012
861940107,86194,Poitiers,15.0887573964497,22136.4,2012
861940201,86194,Poitiers,11.787072243346,21130.0,2012
861940202,86194,Poitiers,27.3228680526093,15842.0,2012
861940203,86194,Poitiers,,22010.0,2012
861940301,86194,Poitiers,,23049.0476190476,2012
861940302,86194,Poitiers,46.5468099101074,12273.0,2012
861940303,86194,Poitiers,,12824.6666666667,2012
861940304,86194,Poitiers,20.7547169811321,17529.0,2012
861940402,86194,Poitiers,13.544561793589,20207.0,2012
861940404,86194,Poitiers,,19600.5555555556,2012
861940501,86194,Poitiers,27.7357539082199,15318.0,2012
861940502,86194,Poitiers,29.9940723177238,14997.0,2012
861940503,86194,Poitiers,18.3673469387755,18274.0,2012
861940604,86194,Poitiers,28.0051563003545,15338.0,2012
861940605,86194,Poitiers,23.8737140830082,16136.0,2012
861940701,86194,Poitiers,18.0810529961898,19045.3333333333,2012
861940702,86194,Poitiers,16.8869309838473,19486.0,2012
861940703,86194,Poitiers,15.3833020317569,20056.0,2012
861940704,86194,Poitiers,16.2844036697248,18642.4,2012
861940801,86194,Poitiers,26.9357798165138,15691.0,2012
861940802,86194,Poitiers,31.9110378912685,14784.0,2012
861940803,86194,Poitiers,46.3689572946022,12248.75,2012
861940804,86194,Poitiers,32.4896108802418,14236.9230769231,2012
861940901,86194,Poitiers,16.6306111411574,19882.0,2012
861940902,86194,Poitiers,,22309.6,2012
861940903,86194,Poitiers,10.2048280907096,21048.8888888889,2012
861941001,86194,Poitiers,15.7827476038339,18965.3333333333,2012
861941002,86194,Poitiers,34.2706013363029,14388.0,2012
870850101,87085,Limoges,22.6783968719453,16768.0952380952,2012
870850102,87085,Limoges,21.9126133553174,17832.0,2012
870850103,87085,Limoges,15.3042688465032,19289.0,2012
870850201,87085,Limoges,16.5904471544715,20648.4615384615,2012
870850202,87085,Limoges,18.2890855457227,18424.347826087,2012
870850203,87085,Limoges,20.6933911159263,18520.0,2012
870850204,87085,Limoges,26.0239217107648,16753.0,2012
870850301,87085,Limoges,13.7348124669836,21908.5,2012
870850302,87085,Limoges,11.2443158329888,24021.5,2012
870850303,87085,Limoges,24.6594645373415,16680.0,2012
870850401,87085,Limoges,8.88304330230676,22854.5,2012
870850402,87085,Limoges,12.8532713898568,21668.0,2012
870850403,87085,Limoges,,23195.3333333333,2012
870850501,87085,Limoges,14.1758917589176,18860.4951690821,2012
870850502,87085,Limoges,8.48063555114201,21010.0,2012
870850503,87085,Limoges,19.6724988784208,17416.875,2012
870850601,87085,Limoges,,20464.0,2012
870850602,87085,Limoges,15.7010710808179,20136.3333333333,2012
870850603,87085,Limoges,38.7293610911701,13832.8571428571,2012
870850701,87085,Limoges,10.7425636635994,20765.5,2012
870850702,87085,Limoges,10.2764976958525,21563.5,2012
870850703,87085,Limoges,20.6921764562515,18615.6,2012
870850801,87085,Limoges,25.4222222222222,15984.0,2012
870850802,87085,Limoges,13.7057299164987,19696.6666666667,2012
870850803,87085,Limoges,,14401.0,2012
870850804,87085,Limoges,19.8398961488533,17742.0,2012
870850901,87085,Limoges,11.932059447983,19432.0,2012
870850903,87085,Limoges,21.0954214805306,17244.6666666667,2012
870851001,87085,Limoges,,16532.0,2012
870851005,87085,Limoges,9.54827660029972,20313.0,2012
870851101,87085,Limoges,11.3765373699149,20563.0,2012
870851102,87085,Limoges,28.6459627329193,15463.0,2012
870851103,87085,Limoges,,26256.0,2012
870851201,87085,Limoges,10.5138527113426,21618.0,2012
870851202,87085,Limoges,24.7448190535107,16730.6666666667,2012
870851301,87085,Limoges,10.9862033725089,20205.2380952381,2012
870851302,87085,Limoges,21.389514313284,17132.0,2012
870851303,87085,Limoges,,18823.3333333333,2012
870851401,87085,Limoges,15.2619589977221,17947.7777777778,2012
870851402,87085,Limoges,45.835646862854,12570.9523809524,2012
870851403,87085,Limoges,,9294.0,2012
870851501,87085,Limoges,19.928245270711,17453.25,2012
870851502,87085,Limoges,44.4672131147541,12505.0,2012
870851503,87085,Limoges,56.0483870967742,11115.7142857143,2012
870851601,87085,Limoges,10.6448311156602,19742.0,2012
870851602,87085,Limoges,,19035.7142857143,2012
870851603,87085,Limoges,51.2206913222142,11794.3333333333,2012
870851701,87085,Limoges,57.032920051304,11116.6666666667,2012
870851702,87085,Limoges,,20277.3333333333,2012
870851801,87085,Limoges,56.6145520144318,10916.25,2012
870851802,87085,Limoges,54.7490785370003,11137.1428571429,2012
870851901,87085,Limoges,20.5761316872428,19735.0,2012
870851902,87085,Limoges,11.3094388119377,20318.6666666667,2012
870852001,87085,Limoges,10.7026587086272,20703.8888888889,2012
870852002,87085,Limoges,,22458.3333333333,2012
871140101,87114,Panazol,,22794.5,2012
871140102,87114,Panazol,10.9093660160387,20944.4444444444,2012
871140103,87114,Panazol,,23675.3333333333,2012
871140104,87114,Panazol,8.82513165062647,21923.0,2012
871540101,87154,Saint-Junien,15.0952268986598,17497.1428571429,2012
871540102,87154,Saint-Junien,,21383.3333333333,2012
871540201,87154,Saint-Junien,,19918.6666666667,2012
871540202,87154,Saint-Junien,17.6454293628809,17654.6666666667,2012
871540203,87154,Saint-Junien,13.6455836252997,18822.6086956522,2012
881600101,88160,Épinal,20.2936746987952,17234.5,2012
881600102,88160,Épinal,25.0769230769231,16081.6666666667,2012
881600103,88160,Épinal,17.3474663908997,19390.0,2012
881600104,88160,Épinal,,11285.7692307692,2012
881600105,88160,Épinal,57.5014100394811,11204.8888888889,2012
881600106,88160,Épinal,13.591740013541,20822.5,2012
881600107,88160,Épinal,15.7348510210914,21241.8571428571,2012
881600108,88160,Épinal,25.7704670069957,16289.0,2012
881600109,88160,Épinal,,20180.0,2012
881600110,88160,Épinal,29.8660714285714,15227.7777777778,2012
881600111,88160,Épinal,19.3049213597159,18959.375,2012
881600112,88160,Épinal,12.6886356636896,19003.0,2012
881600113,88160,Épinal,13.8407367280607,19687.7777777778,2012
881600114,88160,Épinal,15.6395103419164,18578.0,2012
884130101,88413,Saint-Dié-des-Vosges,12.3690863127483,18840.0476190476,2012
884130104,88413,Saint-Dié-des-Vosges,,20345.0,2012
884130107,88413,Saint-Dié-des-Vosges,23.9359119598641,16179.5,2012
884130108,88413,Saint-Dié-des-Vosges,49.0196078431373,11944.0,2012
884130110,88413,Saint-Dié-des-Vosges,19.731330348115,17526.8,2012
884130111,88413,Saint-Dié-des-Vosges,16.9277013130834,18652.0,2012
884130112,88413,Saint-Dié-des-Vosges,,13384.0,2012
884130113,88413,Saint-Dié-des-Vosges,49.8447204968944,11938.4,2012
890240101,89024,Auxerre,17.1460928652322,18489.3333333333,2012
890240102,89024,Auxerre,13.3904171980324,19316.9565217391,2012
890240103,89024,Auxerre,,21103.3333333333,2012
890240104,89024,Auxerre,10.8371559633028,19973.3333333333,2012
890240105,89024,Auxerre,9.82348426707598,19518.0,2012
890240106,89024,Auxerre,40.2641878669276,13218.0,2012
890240107,89024,Auxerre,18.5985592665357,17056.0,2012
890240108,89024,Auxerre,29.3624454148472,14667.0,2012
890240109,89024,Auxerre,46.2813029561288,12271.6666666667,2012
890240110,89024,Auxerre,29.2604501607717,14458.8,2012
890240111,89024,Auxerre,45.1360263808739,12835.2222222222,2012
890240112,89024,Auxerre,,22040.0,2012
890240113,89024,Auxerre,,20568.0,2012
890240114,89024,Auxerre,9.29814037192561,22756.0,2012
890240115,89024,Auxerre,,21307.6923076923,2012
892060101,89206,Joigny,27.3396115361978,15600.25,2012
892060102,89206,Joigny,15.7874470542934,18090.0,2012
892060103,89206,Joigny,10.494026477236,19893.5,2012
892060104,89206,Joigny,45.3411592076302,12516.4285714286,2012
893870101,89387,Sens,15.1507276507276,18866.6666666667,2012
893870102,89387,Sens,17.4799896720888,18745.0,2012
893870103,89387,Sens,,19858.0,2012
893870104,89387,Sens,37.6488095238095,13754.9487179487,2012
893870105,89387,Sens,46.3366981439271,12408.7096774194,2012
893870106,89387,Sens,35.1506024096386,13946.0,2012
893870107,89387,Sens,24.0927419354839,16155.0,2012
893870108,89387,Sens,46.866410115448,12343.2142857143,2012
893870109,89387,Sens,47.0612412659268,12278.4848484848,2012
893870110,89387,Sens,12.571145756001,18470.0,2012
893870111,89387,Sens,11.3983344899375,19493.3333333333,2012
893870112,89387,Sens,13.510560815732,18586.6666666667,2012
893870113,89387,Sens,12.6126126126126,19783.0,2012
900100101,90010,Belfort,22.5297113752122,16633.3333333333,2012
900100102,90010,Belfort,24.6539468761691,16257.5,2012
900100103,90010,Belfort,16.6423357664234,17980.7692307692,2012
900100201,90010,Belfort,24.6393671475105,16179.0769230769,2012
900100202,90010,Belfort,15.0101419878296,19400.0,2012
900100203,90010,Belfort,52.1961184882533,11517.5,2012
900100204,90010,Belfort,52.7057079318013,11599.7058823529,2012
900100301,90010,Belfort,38.4098101265823,13700.6666666667,2012
900100302,90010,Belfort,41.5360501567398,13016.2962962963,2012
900100303,90010,Belfort,28.1381634372367,15602.6666666667,2012
900100304,90010,Belfort,25.3491124260355,16005.0,2012
900100401,90010,Belfort,17.0057868209819,18267.3333333333,2012
900100402,90010,Belfort,13.7771548703574,19775.5,2012
900100403,90010,Belfort,21.0022271714922,17318.5,2012
900100501,90010,Belfort,14.8560948081264,20807.619047619,2012
900100502,90010,Belfort,10.6657122405154,22674.0,2012
900100503,90010,Belfort,,11812.0,2012
900100504,90010,Belfort,12.9742033383915,19757.5,2012
910210101,91021,Arpajon,,20867.3333333333,2012
910210102,91021,Arpajon,17.3930037131132,19578.0,2012
910210103,91021,Arpajon,29.0900290416263,17710.625,2012
910210104,91021,Arpajon,,24108.0,2012
910270101,91027,Athis-Mons,18.9508376819555,17538.8,2012
910270102,91027,Athis-Mons,32.9497676477097,14094.5,2012
910270103,91027,Athis-Mons,9.74930362116992,22873.5714285714,2012
910270104,91027,Athis-Mons,19.8623853211009,18518.8571428571,2012
910270105,91027,Athis-Mons,10.3914847555475,23306.6666666667,2012
910270106,91027,Athis-Mons,,22209.5238095238,2012
910270107,91027,Athis-Mons,10.2291325695581,23230.1666666667,2012
910270108,91027,Athis-Mons,24.7005009801786,17051.1111111111,2012
910270109,91027,Athis-Mons,17.5195143104944,18857.0,2012
910270110,91027,Athis-Mons,11.4984391259105,20985.3333333333,2012
910270111,91027,Athis-Mons,10.5422828972317,22556.6666666667,2012
910270112,91027,Athis-Mons,,18001.9230769231,2012
910270113,91027,Athis-Mons,8.9106800255809,23873.0,2012
911030101,91103,Brétigny-sur-Orge,11.8232044198895,19550.7692307692,2012
911030102,91103,Brétigny-sur-Orge,9.7472327771353,23209.3333333333,2012
911030103,91103,Brétigny-sur-Orge,19.6014828544949,16496.5,2012
911030104,91103,Brétigny-sur-Orge,12.9713619282104,20759.0,2012
911030105,91103,Brétigny-sur-Orge,15.6396588486141,20356.9565217391,2012
911030106,91103,Brétigny-sur-Orge,,24150.0,2012
911030107,91103,Brétigny-sur-Orge,,26622.9166666667,2012
911140101,91114,Brunoy,6.03455541508639,26605.7142857143,2012
911140102,91114,Brunoy,6.10316428261812,25922.380952381,2012
911140103,91114,Brunoy,6.85957102387697,24968.0,2012
911140104,91114,Brunoy,6.97228961818414,26599.2857142857,2012
911140105,91114,Brunoy,29.364406779661,15602.1739130435,2012
911610101,91161,Chilly-Mazarin,,24497.0,2012
911610102,91161,Chilly-Mazarin,17.0630081300813,19496.6666666667,2012
911610103,91161,Chilly-Mazarin,,26797.7777777778,2012
911610104,91161,Chilly-Mazarin,12.3108775282688,20894.7619047619,2012
911610106,91161,Chilly-Mazarin,,24378.6666666667,2012
911610107,91161,Chilly-Mazarin,11.9353137634031,21446.2068965517,2012
911610108,91161,Chilly-Mazarin,11.2912912912913,22450.0,2012
911740102,91174,Corbeil-Essonnes,53.6392405063291,11367.5,2012
911740201,91174,Corbeil-Essonnes,55.8606124604013,11096.6666666667,2012
911740202,91174,Corbeil-Essonnes,28.5148514851485,16118.75,2012
911740203,91174,Corbeil-Essonnes,11.1544081831466,21258.6956521739,2012
911740301,91174,Corbeil-Essonnes,20.8971193415638,18437.6,2012
911740302,91174,Corbeil-Essonnes,27.2273821809425,16840.7142857143,2012
911740401,91174,Corbeil-Essonnes,31.5021285221974,14891.7857142857,2012
911740402,91174,Corbeil-Essonnes,26.8114428899562,16588.2051282051,2012
911740501,91174,Corbeil-Essonnes,24.4190871369295,16858.0,2012
911740502,91174,Corbeil-Essonnes,14.3302603036876,20601.3333333333,2012
911740503,91174,Corbeil-Essonnes,31.1016949152542,15828.0714285714,2012
911740601,91174,Corbeil-Essonnes,21.0393435724805,17689.6153846154,2012
911740602,91174,Corbeil-Essonnes,11.862297801742,21661.2,2012
911740701,91174,Corbeil-Essonnes,25.8196721311475,16323.8928571429,2012
911740801,91174,Corbeil-Essonnes,17.9318108716629,19150.0,2012
911820101,91182,Courcouronnes,26.4752232533707,15644.6666666667,2012
911820102,91182,Courcouronnes,33.0809884302243,14439.0384615385,2012
911820103,91182,Courcouronnes,26.7387944358578,16168.3333333333,2012
911820104,91182,Courcouronnes,,27095.652173913,2012
911820105,91182,Courcouronnes,,26990.5555555556,2012
912010101,91201,Draveil,,26827.5,2012
912010102,91201,Draveil,25.3178551686014,15256.9565217391,2012
912010103,91201,Draveil,15.7173876732921,19222.3076923077,2012
912010104,91201,Draveil,,29312.0,2012
912010105,91201,Draveil,,25005.3333333333,2012
912010106,91201,Draveil,,29152.5,2012
912010107,91201,Draveil,,16335.4166666667,2012
912010108,91201,Draveil,,25714.0,2012
912010109,91201,Draveil,6.5324384787472,22857.619047619,2012
912010110,91201,Draveil,,25741.3333333333,2012
912010111,91201,Draveil,,23337.7777777778,2012
912150101,91215,Épinay-sous-Sénart,22.3389675650982,16608.0,2012
912150102,91215,Épinay-sous-Sénart,,15412.6086956522,2012
912150103,91215,Épinay-sous-Sénart,27.900646478394,15362.6666666667,2012
912150104,91215,Épinay-sous-Sénart,,24009.2380952381,2012
912160101,91216,Épinay-sur-Orge,,26816.6666666667,2012
912160102,91216,Épinay-sur-Orge,,27787.619047619,2012
912160103,91216,Épinay-sur-Orge,,24797.3333333333,2012
912160104,91216,Épinay-sur-Orge,,27480.3333333333,2012
912160105,91216,Épinay-sur-Orge,10.9826589595376,24147.1428571429,2012
912230101,91223,Étampes,,13936.6666666667,2012
912230102,91223,Étampes,9.28939237899073,21422.5,2012
912230103,91223,Étampes,19.5840046872711,17301.0,2012
912230104,91223,Étampes,17.9260668659962,18306.0,2012
912230105,91223,Étampes,17.2078823202886,18153.3333333333,2012
912230106,91223,Étampes,10.309744517296,20380.4761904762,2012
912230107,91223,Étampes,25.3160382543696,15832.0833333333,2012
912230108,91223,Étampes,13.0483437779767,18869.3333333333,2012
912230109,91223,Étampes,,18634.4444444444,2012
912280101,91228,Évry,23.7346746306193,16346.0,2012
912280102,91228,Évry,,14273.0,2012
912280103,91228,Évry,37.2703062583222,13648.125,2012
912280104,91228,Évry,44.1267501842299,12684.2857142857,2012
912280105,91228,Évry,33.3413809753742,14443.3913043478,2012
912280106,91228,Évry,26.0755048287972,16587.1428571429,2012
912280107,91228,Évry,25.8005360417548,15271.1111111111,2012
912280108,91228,Évry,24.5436893203883,16200.3170731707,2012
912280109,91228,Évry,19.1936680682661,18418.0,2012
912280110,91228,Évry,27.3293172690763,15928.3870967742,2012
912280111,91228,Évry,24.5474492594624,16450.3846153846,2012
912280112,91228,Évry,10.8135118928643,21988.0,2012
912280113,91228,Évry,,14985.3571428571,2012
912280114,91228,Évry,12.0343280670958,19825.0,2012
912280115,91228,Évry,12.3394495412844,20714.2857142857,2012
912280116,91228,Évry,24.3609485679088,18229.0,2012
912280117,91228,Évry,34.2921013412817,13903.8709677419,2012
912280118,91228,Évry,9.64857558744022,23266.6666666667,2012
912280119,91228,Évry,,16358.8888888889,2012
912720101,91272,Gif-sur-Yvette,,35558.2608695652,2012
912720102,91272,Gif-sur-Yvette,,31561.9047619048,2012
912720103,91272,Gif-sur-Yvette,,31128.3333333333,2012
912720104,91272,Gif-sur-Yvette,,34106.0,2012
912720105,91272,Gif-sur-Yvette,9.40487804878049,22047.0,2012
912720106,91272,Gif-sur-Yvette,,28321.4285714286,2012
912720107,91272,Gif-sur-Yvette,,36657.5,2012
912720108,91272,Gif-sur-Yvette,,37434.2857142857,2012
912720109,91272,Gif-sur-Yvette,,39912.8,2012
912860102,91286,Grigny,16.5762759004311,19491.4285714286,2012
912860103,91286,Grigny,39.8925556408289,13174.7368421053,2012
912860104,91286,Grigny,,11937.0833333333,2012
912860105,91286,Grigny,61.5272088940901,10475.2857142857,2012
912860106,91286,Grigny,52.8544488256472,11510.0,2012
912860107,91286,Grigny,38.3141082519965,13508.5185185185,2012
912860108,91286,Grigny,,12978.3870967742,2012
912860109,91286,Grigny,46.7074922506993,12236.0,2012
913120101,91312,Igny,11.3767933551472,22445.0,2012
913120102,91312,Igny,,29167.0,2012
913120103,91312,Igny,,28553.3333333333,2012
913120104,91312,Igny,,33081.9047619048,2012
913260101,91326,Juvisy-sur-Orge,9.61866072598611,25146.1904761905,2012
913260102,91326,Juvisy-sur-Orge,,17775.2380952381,2012
913260103,91326,Juvisy-sur-Orge,13.2475083056478,21835.7142857143,2012
913260201,91326,Juvisy-sur-Orge,,28842.380952381,2012
913260202,91326,Juvisy-sur-Orge,12.2279129321383,20530.0,2012
913450101,91345,Longjumeau,12.6447648310092,20082.9285714286,2012
913450102,91345,Longjumeau,12.0975304782745,22810.6666666667,2012
913450103,91345,Longjumeau,13.3446663833404,21045.7971014493,2012
913450104,91345,Longjumeau,14.8425787106447,19583.8888888889,2012
913450105,91345,Longjumeau,23.6388036809816,16455.7777777778,2012
913450106,91345,Longjumeau,19.6393280632411,16510.0,2012
913450107,91345,Longjumeau,,27125.0,2012
913450108,91345,Longjumeau,,28248.5714285714,2012
913770101,91377,Massy,11.8869492934331,22609.0476190476,2012
913770102,91377,Massy,8.14169139465875,25279.6,2012
913770103,91377,Massy,19.5276421691516,18013.0,2012
913770104,91377,Massy,10.4423676012461,22953.8461538462,2012
913770105,91377,Massy,20.7750699161007,18706.1904761905,2012
913770106,91377,Massy,8.37326305701965,27010.9523809524,2012
913770107,91377,Massy,14.1799881586738,22627.3333333333,2012
913770108,91377,Massy,18.4826571883809,17963.0,2012
913770109,91377,Massy,8.24567766896385,23830.9523809524,2012
913770110,91377,Massy,,14831.5789473684,2012
913770111,91377,Massy,17.3757810175543,18590.0,2012
913770113,91377,Massy,,30045.5,2012
913770114,91377,Massy,8.40028637339909,24401.7391304348,2012
913860101,91386,Mennecy,,23576.6666666667,2012
913860102,91386,Mennecy,8.90577507598784,21125.6,2012
913860103,91386,Mennecy,,24789.3333333333,2012
913860104,91386,Mennecy,,32012.0,2012
913860105,91386,Mennecy,,31092.1428571429,2012
914210101,91421,Montgeron,6.25982563955981,27532.8571428571,2012
914210102,91421,Montgeron,29.9242424242424,19392.0,2012
914210103,91421,Montgeron,10.3715170278638,24172.6666666667,2012
914210104,91421,Montgeron,,21933.0434782609,2012
914210105,91421,Montgeron,12.4911619137403,20270.7692307692,2012
914210106,91421,Montgeron,39.1409767925182,13290.0,2012
914210107,91421,Montgeron,,27043.6,2012
914210108,91421,Montgeron,5.32095698784155,28400.0,2012
914210109,91421,Montgeron,,26884.0,2012
914210110,91421,Montgeron,32.504816955684,14194.630952381,2012
914320101,91432,Morangis,8.54756836417226,25012.8571428571,2012
914320102,91432,Morangis,,24770.0,2012
914320103,91432,Morangis,14.142784466678,19983.0,2012
914320104,91432,Morangis,5.4481546572935,26727.8260869565,2012
914340101,91434,Morsang-sur-Orge,18.2535507627564,17545.8333333333,2012
914340102,91434,Morsang-sur-Orge,9.8523253251047,20031.7391304348,2012
914340103,91434,Morsang-sur-Orge,7.71016415188194,22497.0,2012
914340104,91434,Morsang-sur-Orge,14.5045476304452,17666.9230769231,2012
914340105,91434,Morsang-sur-Orge,6.73036391738092,24820.0,2012
914340106,91434,Morsang-sur-Orge,,27850.0,2012
914340107,91434,Morsang-sur-Orge,11.6224648985959,20122.0,2012
914340108,91434,Morsang-sur-Orge,,25239.5652173913,2012
914710101,91471,Orsay,,28166.6666666667,2012
914710102,91471,Orsay,,31890.0,2012
914710103,91471,Orsay,,30152.0,2012
914710104,91471,Orsay,,29819.0476190476,2012
914710105,91471,Orsay,,31679.1428571429,2012
914710106,91471,Orsay,,27592.2222222222,2012
914770101,91477,Palaiseau,,30314.0,2012
914770102,91477,Palaiseau,8.37033167928963,23472.380952381,2012
914770103,91477,Palaiseau,11.9390488948426,23306.0,2012
914770104,91477,Palaiseau,8.07231983702572,23780.5,2012
914770105,91477,Palaiseau,5.58175098763859,30452.8571428571,2012
914770106,91477,Palaiseau,,31779.5833333333,2012
914770107,91477,Palaiseau,,29128.8888888889,2012
914770108,91477,Palaiseau,14.0215198386012,22442.6666666667,2012
914770109,91477,Palaiseau,9.1897233201581,23629.0476190476,2012
915210101,91521,Ris-Orangis,,26713.3333333333,2012
915210102,91521,Ris-Orangis,11.8712273641851,20132.0,2012
915210103,91521,Ris-Orangis,25.9743237047226,16167.5,2012
915210104,91521,Ris-Orangis,16.7014613778706,20856.0,2012
915210105,91521,Ris-Orangis,14.4352219415374,19886.0,2012
915210106,91521,Ris-Orangis,11.2639553429027,22139.5238095238,2012
915210107,91521,Ris-Orangis,8.42572062084257,23348.0,2012
915210108,91521,Ris-Orangis,33.5809293487649,15410.5555555556,2012
915210109,91521,Ris-Orangis,22.8802504565614,16146.6666666667,2012
915210110,91521,Ris-Orangis,27.2674754477181,15448.6956521739,2012
915210111,91521,Ris-Orangis,23.7812128418549,16736.8,2012
915490101,91549,Sainte-Geneviève-des-Bois,7.99683293745051,24564.8,2012
915490102,91549,Sainte-Geneviève-des-Bois,,30242.8,2012
915490103,91549,Sainte-Geneviève-des-Bois,,28231.0,2012
915490104,91549,Sainte-Geneviève-des-Bois,,26246.8,2012
915490105,91549,Sainte-Geneviève-des-Bois,,28280.0,2012
915490106,91549,Sainte-Geneviève-des-Bois,,25707.3333333333,2012
915490107,91549,Sainte-Geneviève-des-Bois,,24472.0,2012
915490108,91549,Sainte-Geneviève-des-Bois,24.7509960159363,16562.0,2012
915490109,91549,Sainte-Geneviève-des-Bois,12.716049382716,20055.3333333333,2012
915490110,91549,Sainte-Geneviève-des-Bois,13.423616060822,18480.0,2012
915490112,91549,Sainte-Geneviève-des-Bois,,19849.0,2012
915490113,91549,Sainte-Geneviève-des-Bois,19.3541996830428,18304.4444444444,2012
915490114,91549,Sainte-Geneviève-des-Bois,27.7578368030629,15293.8888888889,2012
915490115,91549,Sainte-Geneviève-des-Bois,34.0254837187353,15346.1904761905,2012
915700101,91570,Saint-Michel-sur-Orge,,24138.5,2012
915700102,91570,Saint-Michel-sur-Orge,7.54074870141501,25313.8461538462,2012
915700103,91570,Saint-Michel-sur-Orge,,26048.6666666667,2012
915700104,91570,Saint-Michel-sur-Orge,17.7759574032357,19160.4166666667,2012
915700105,91570,Saint-Michel-sur-Orge,15.949210281821,18871.9047619048,2012
915700106,91570,Saint-Michel-sur-Orge,23.027027027027,17168.0,2012
915700107,91570,Saint-Michel-sur-Orge,9.7985660635029,21804.5161290323,2012
915700108,91570,Saint-Michel-sur-Orge,,23732.6666666667,2012
915890101,91589,Savigny-sur-Orge,11.667040610276,21086.0,2012
915890102,91589,Savigny-sur-Orge,,16131.2903225806,2012
915890103,91589,Savigny-sur-Orge,40.3694968553459,13252.75,2012
915890104,91589,Savigny-sur-Orge,10.7776488144586,25473.0,2012
915890105,91589,Savigny-sur-Orge,15.7172794818061,19810.4166666667,2012
915890106,91589,Savigny-sur-Orge,,25664.0,2012
915890107,91589,Savigny-sur-Orge,,26860.5,2012
915890108,91589,Savigny-sur-Orge,,29916.6666666667,2012
915890109,91589,Savigny-sur-Orge,,25252.0,2012
915890110,91589,Savigny-sur-Orge,9.7246891651865,23435.3333333333,2012
915890111,91589,Savigny-sur-Orge,,25450.3333333333,2012
915890112,91589,Savigny-sur-Orge,,27217.5,2012
915890114,91589,Savigny-sur-Orge,,26220.6666666667,2012
915890115,91589,Savigny-sur-Orge,,24678.6666666667,2012
915890116,91589,Savigny-sur-Orge,,23868.6666666667,2012
916450101,91645,Verrières-le-Buisson,9.3849080532657,28686.6666666667,2012
916450102,91645,Verrières-le-Buisson,,34682.6086956522,2012
916450103,91645,Verrières-le-Buisson,,38878.0,2012
916450104,91645,Verrières-le-Buisson,,28049.0,2012
916450105,91645,Verrières-le-Buisson,,36486.0,2012
916450106,91645,Verrières-le-Buisson,,35676.0606060606,2012
916450107,91645,Verrières-le-Buisson,17.2610556348074,23966.0,2012
916570101,91657,Vigneux-sur-Seine,16.233907920576,21832.0,2012
916570102,91657,Vigneux-sur-Seine,21.0405068151277,18718.0,2012
916570103,91657,Vigneux-sur-Seine,,12426.6666666667,2012
916570104,91657,Vigneux-sur-Seine,26.5122265122265,15607.8260869565,2012
916570105,91657,Vigneux-sur-Seine,25.9147594902015,14960.4,2012
916570106,91657,Vigneux-sur-Seine,11.7585739601793,20690.9523809524,2012
916570107,91657,Vigneux-sur-Seine,9.72634870992963,21679.0,2012
916570108,91657,Vigneux-sur-Seine,,14736.4,2012
916570109,91657,Vigneux-sur-Seine,8.68120180802978,23173.5,2012
916570110,91657,Vigneux-sur-Seine,15.1119402985075,20533.9285714286,2012
916870101,91687,Viry-Châtillon,14.2033758748456,21243.3333333333,2012
916870102,91687,Viry-Châtillon,13.935505100362,20307.5,2012
916870103,91687,Viry-Châtillon,,22598.5714285714,2012
916870104,91687,Viry-Châtillon,12.4011713030747,18248.2380952381,2012
916870105,91687,Viry-Châtillon,9.3822739480752,24185.3333333333,2012
916870106,91687,Viry-Châtillon,10.2626262626263,23145.4545454545,2012
916870107,91687,Viry-Châtillon,7.05414012738853,23867.0,2012
916870108,91687,Viry-Châtillon,8.99689762150982,23341.0,2012
916870109,91687,Viry-Châtillon,22.0491029272899,16711.3043478261,2012
916870110,91687,Viry-Châtillon,42.7202190780466,13339.7142857143,2012
916870111,91687,Viry-Châtillon,29.0378253991083,15519.3333333333,2012
916870112,91687,Viry-Châtillon,,23593.5,2012
916910101,91691,Yerres,,27430.0,2012
916910102,91691,Yerres,6.99332873245917,24504.0,2012
916910103,91691,Yerres,,27077.3333333333,2012
916910104,91691,Yerres,7.42757821552723,24428.3333333333,2012
916910105,91691,Yerres,11.0782703886152,21486.6666666667,2012
916910106,91691,Yerres,6.60684240044868,26144.6666666667,2012
916910107,91691,Yerres,7.30191610564474,25419.0,2012
