CodGeo,Note,nbLsPls,nbLsMes,txVac,txVac3m,txRot,txLsCol,txLsInd,txLs1p,txLs2p,txLs3p,txLs4p,txLs5pp,txLsm30,txLs30a40,txLs40a60,txLs60a80,txLs80a100,txLs100a120,txLs120p,txLsAv49,txLs49a75,txLs76a88,txLs89a00,txLs01a13,txLsAp13,txLsPlai,txLsPlusAv77,txLsPlusAp77,txLsPls,txLsPli,moyLoy,q1Loy,medLoy,q3Loy
QP094017,0,596.0,,,,"6,9",,,,"24,7","29,2","42,8",,,,"28,7","50,2","18,8",,,,95,,,,,,"94,6",,,,"6,22","5,71",6,"6,6"
QP094018,0,389.0,,,,,,,,27,"52,7",,,,,"79,4","11,6",,,,,,,,,,,,,,,"6,11","5,7","6,27","6,83"
QP094019,0,336.0,,,,4,,,,,33,"33,9",,,,,33,"33,9",,,,,,,,,,,,,,"5,71","5,28","5,65","6,25"
QP094020,0,293.0,,,,,,,,,"28,7",43,"18,4",,,,"48,5",41,,,,,,,,,,,,,,"5,98","5,74","5,94","6,09"
QP094021,0,996.0,,"1,5",,"4,6",,,"7,3",18,"40,3","29,8","4,6",6,"11,2","46,6",33,"1,8",,,,,,,,,,"56,5",,,,"6,45","5,86","6,39","7,02"
QP094022,0,868.0,,"1,8",,"5,8",,,"4,8","22,7","38,1","27,9","6,5",,"23,3","38,1",29,"5,3",,,,,,,,,,,,69,,"7,01","5,89","6,62","7,25"
QP094023,0,419.0,,,,,,,"2,9","27,2","26,7","34,8","8,4",,,"45,3","25,5","25,1",,,,,,,,,,,,,,"5,99","5,12","6,24","6,58"
QP094024,0,1555.0,,"2,3","1,1","3,8",,,"10,5","45,1","29,5","13,9","0,9",,"2,8","48,3","39,6","6,6",,,,"89,4",,,,,,,,,,"5,89","5,43","5,78","6,27"
QP094025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP094026,0,1488.0,,"2,3","0,8",5,,,"5,6","9,7","37,3","42,9","4,4",,"4,2","9,9","73,9","10,3",,,,"94,6",,,,,,"94,5","3,2",,,"5,03","4,48","4,94","5,48"
QP094027,0,4154.0,,"1,5","0,5",4,"96,5","3,5","12,2","15,9","27,2","31,6","13,1","9,3",,16,"37,8","23,1","10,9",,,"96,9",,,,"1,7","0,4","82,4","5,7","0,6",11,"5,4","4,47","5,38","6,11"
QP094028,0,446.0,,3,,"3,9",,,"8,7","15,9","32,7","30,3","12,3",,"8,1","14,6","31,6","37,4",,,,,,,,,,,,,,"6,83","6,35","6,69","7,23"
QP094029,0,479.0,,,,"4,6",,,,,"35,1","43,8","9,6",,"6,1","4,6","78,1","6,1",,,,"89,8",,,,,,"89,8",,,,"6,53","6,34","6,73","6,97"
QP094030,0,670.0,,,,"4,6",,,"7,6","20,7","23,7","37,9",10,,,"20,6","59,4","12,4",,,,,,,,,,"52,1",,"28,7",,"7,48","5,97","7,47","8,91"
QP094031,0,1940.0,,"1,2",,5,"99,4","0,6","3,2","19,4","39,4","26,8","11,2",,4,"41,6","38,8","11,3","2,9",,,"79,5","5,4",,"10,8",,,"84,9",11,,"2,9","6,69","5,87","6,33","7,02"
QP094032,0,823.0,,,,"4,8",,,"3,4","15,7","39,1","28,7","13,1",,,42,"36,3","14,6","3,6",,,74,,,"13,4",,,74,20,,,"7,03","5,97","6,35","7,09"
QP094033,0,578.0,,,,"5,2",,,9,"14,7","41,7","25,1","9,5",,"7,8","35,5","46,2","8,5",,,,"85,5","11,9",,,,,,"88,1",,,"5,83","5,21","5,78","6,21"
QP094034,0,800.0,,,,"4,9",96,4,,,"13,3","71,5","8,4",,,,"16,4",76,,,,"79,1",,,"16,9",,,"71,5","16,5",,"10,3","6,35","5,56","5,88","6,21"
QP094035,0,3139.0,,"1,3",,"5,3","98,8","1,2",,"13,6","41,9","35,4",,,"3,9","31,5","51,9","12,2",,,"1,7","85,1","1,1","9,9","1,5","0,6",,"53,5","45,2","0,6",,"6,13","5,62","5,91","6,62"
QP094036,0,849.0,,,,"2,3",,,"2,1","19,1","53,5","23,3",2,,15,"46,1","29,4","7,2",,,,"85,9",,,,,,,,,,"5,87","5,36","5,77","6,31"
QP094037,0,78.0,34.0,,,,,,,"34,6","28,2","23,1",,,,"37,2","30,8",,,,,,,,,,,,"51,3","25,6",,"7,83","6,78","7,01","8,4"
QP094038,0,1620.0,,"1,4",,"4,5",,,"3,5","15,6","37,7",36,"7,3",,"10,2","40,7","31,9","11,6","3,7",,"14,7","79,9",,,,,,"93,9","3,9",,,"5,81","5,42","5,68","6,05"
QP094039,0,756.0,,"1,7",,"7,8",,,,"14,7","52,5","25,4",,,11,43,"35,3","5,3",,,"41,4","41,8",,,,,,"83,2",,,,"6,11","5,33","5,97","6,39"
QP094040,0,372.0,,,,5,,,"11,8","26,1","29,3","25,3","7,5","9,4",18,"17,5","39,5","7,8",,,39,"22,6","8,1",,,"23,1",,"48,1","20,2","23,1",,"6,71","5,49","6,52","8,1"
QP094041,0,1576.0,34.0,"1,9",,"5,2",,,"6,9","4,1","47,1","28,6","13,3",,"6,3","10,8","64,9","12,4",,,"34,3","51,4",,"12,2",,,,"85,5","12,2",,,"6,22","5,09","5,76","7,22"
QP094042,0,800.0,,,,"5,3",,,"1,5","24,8","40,3","27,9","5,6",,,"38,4","51,5",,,,,,,,,,,,,,,"5,95","5,47","5,89","6,45"
QP095001,0,483.0,,,,"2,7",,,,,"48,2",30,"12,2",,,,"63,4","27,1",,,,,,,,,,,,,,"5,39","5,13","5,35","5,56"
QP095002,0,145.0,,,,"48,3",,,,"13,1","42,1","36,6",,,,"34,5",51,,,,,"64,8",,,,,,"84,8",,,,"5,84","5,35","5,58","5,9"
QP095003,0,489.0,,4,"3,4","4,2",,,"7,8","14,5","49,5","21,1","7,2",,"5,5","19,2","52,6","20,2",,,,,"40,9","45,8",,,,,"88,8",,,"7,39","7,01","7,27","7,68"
QP095004,0,407.0,,,,"4,6",,,"6,4","20,6","22,9","34,9","15,2",,"4,2","30,7","42,3","16,5","3,7",,,"65,6",,,"14,5","16,7",,"64,1","29,2",,,"6,47","5,74","6,17","7,19"
QP095005,0,3595.0,,"1,8",1,"3,4",,,"4,7","10,6","37,8",38,9,"0,4","3,4","19,5","54,2","19,7","2,3","0,5",,94,"1,7",,3,,,"87,1","9,5",,"2,3","5,96","5,39","5,74","6,19"
QP095006,0,1983.0,,"2,3","0,8","3,9",,,"8,1","15,6","39,3","27,4","9,6","1,9","4,4","20,3","58,1","13,7",,,,"73,4",,,"15,3",,"1,8","67,9","22,6","1,7",6,"6,46","5,62","6,43","7,11"
QP095007,0,596.0,,"4,7","3,4","4,3",,,3,"12,8","57,4","18,6","8,2",,,"26,7","57,6","12,2",,,,98,,,,,,98,,,,"5,97","5,42","5,85","6,3"
QP095008,0,1137.0,,"1,8","1,2","4,3",,,"11,3","24,9","37,6","20,5","5,7","8,2","6,9","65,3","15,4",,,,,"91,6",,,"4,7",,,"91,6","6,2","1,1",,"6,36","5,77","6,16","6,81"
QP095009,0,1418.0,,"2,8","1,7","10,7",,,"19,5","10,6","51,2","14,7","3,9","14,5",5,"18,7",52,8,,,,"27,4","46,7","13,9",,,,"64,5","31,4",,,"6,64","5,81","6,33","6,96"
QP095010,0,725.0,127.0,"8,7",7,4,,,"1,9","26,3","44,4","21,8","5,5",,,35,"46,3","13,9","2,9",,,"21,8","32,7",24,,"17,5","6,9","54,5","33,5","2,1",3,"6,81","5,77","6,54","7,4"
QP095011,0,2822.0,,"1,5","0,6","5,4",96,4,"13,7","16,3","36,7","24,3",9,"8,4","5,3","15,5","42,3","23,4","4,4","0,7",,,"87,4","8,9",,,,,"93,2",4,"1,9","6,98","6,25","6,74","7,2"
QP095012,0,379.0,,,,"4,8",,,"8,7","14,8",28,"34,6",14,,,"14,8","31,9","28,5","19,5",,,,,,,,,"58,6",,,,"6,08","5,45","6,01","6,72"
QP095013,0,575.0,,,,"5,3",,,"2,4","15,1","39,8",32,"10,6",,,"12,2","42,8","42,1",,,,,,,,,,,,,,"5,26","5,06","5,25","5,41"
QP095014,0,591.0,,,,"4,4",,,,,"49,1","41,8","6,6",,,,"90,9","6,6",,,,,,,,,,,,,,"6,47","5,86","6,01","7,31"
QP095015,0,772.0,,"4,6","2,5","10,9",,,"4,9","14,1","36,9","33,2","10,9",,,19,"56,1",17,,,,"94,8",,,,,,,,,,"5,18","4,7",5,"5,55"
QP095016,0,906.0,,"1,8",,"5,2",,,"4,3","12,4","37,4","36,8","9,2",,"2,2","12,4","64,8","17,4",,,,,,,,,,,,,,"5,77","5,48","5,71","6,05"
QP095017,0,1166.0,,"1,8",1,"5,3","96,7","3,3","1,5","18,4","37,8",33,"9,3",,,"26,9","52,1","15,7","3,6",,,"94,5",,,3,,,"94,5",,,,"5,93","5,18","5,63","6,1"
QP095018,0,387.0,,,,"5,6",,,"5,9","12,9","39,3","28,7","13,2",,"5,9","18,1",54,"17,8",,,,,,,,,,,,,,"6,28","5,9","6,22","6,45"
QP095019,0,452.0,,,,"7,2","66,6","33,4","4,6","18,1","28,8","33,6","14,8",,,"17,7","36,3","35,2","6,2",,,,"92,5",,,,,,,,,"7,09","6,62",7,"7,47"
QP095020,0,155.0,,,,,,,,"18,7","34,8","28,4",,,,"17,4","41,9","28,4",,,,,,,,,,,"65,2",,,"6,66","6,4","6,76","7,04"
QP095021,0,597.0,,,,"4,8",,,4,"13,4","42,2","33,8","6,5",,"2,3","17,6","54,4","22,9",,,,"62,1","19,3",,,"12,4",,"60,8","14,7","21,8",,"6,32","5,34","5,73","6,92"
QP095022,0,340.0,,,,9,,,"5,9","20,3","44,1","21,2","8,5",,,"20,3",65,"8,5",,,,,,,,,,,,,,"6,1","5,77","5,99","6,26"
QP095023,0,690.0,,,,"5,5",,,"5,1","24,9","38,6","26,2","5,2",,"3,9","18,8",61,13,,,,,,,,,,,,,,"5,82","5,42","5,79","6,14"
QP095024,0,385.0,,,,"6,9",,,,,"32,5","35,3","17,7",,,,"67,5","17,7",,,,,,,,,,,,,,"7,15","6,98","7,04","7,27"
QP095025,0,1083.0,,,,"6,3","98,1","1,9","3,1","15,3","36,8",35,"9,7",,,"15,8","62,1","16,3",3,,,"60,2",,,,,,"60,1","31,2",,,"6,5","5,83","6,18","6,94"
QP095026,0,507.0,,,,"6,6","94,3","5,7","6,7","23,5","35,3","31,2","3,4",,"3,7","21,5","64,1","8,1",,,,"75,1","12,6",,,,,"72,8","23,9",,,"6,16","5,65","5,91","6,32"
QP095027,0,1243.0,,"1,4",,"5,2",,,"6,2","14,2","37,4","29,7","12,6","4,1","1,6","15,8",52,"25,3",,,,"88,7",,"3,9",,"4,6",,"68,6",27,2,,"6,08","5,64","6,06","6,19"
QP095028,0,349.0,,,,"4,3",,,"5,4","11,7","35,5","34,1","13,2",,,"11,7","35,5","47,3",,,,,,,,,,,,,,"5,83","5,54","5,68","5,93"
QP095029,0,482.0,,,,"7,9","92,1","7,9","5,8",12,"45,9","18,7","17,6",,"3,5","13,1","42,3","23,4","13,1",,,,"83,2",,,,,"48,3","34,9",,,"6,24","4,94","5,66","6,69"
QP095030,0,146.0,,,,,,,,"20,5","33,6","28,8",,,,"54,1","36,3",,,,,,,,,,,,,,,"5,36","5,09","5,26","5,51"
QP095031,0,2400.0,29.0,"1,5",,"4,4","93,8","6,2",2,"10,2","42,5","37,8","7,5","0,6","1,5","11,2","72,2",14,,,,"84,3","5,7",,"8,7",,,"83,8","13,8",,"1,3","5,98","5,48","6,03","6,43"
QP095032,0,5707.0,,"0,6",,"3,5","97,4","2,6","6,8","19,7","34,1","31,2","8,2","4,3","2,7",20,"51,8","18,8",,,,"75,1","12,1",,"7,7","4,4","1,1","73,2","21,9","2,2","1,6","6,08","5,24","5,73","6,56"
QP095033,0,8705.0,195.0,"2,4","0,5","4,8",,,"3,1","8,4","34,9","44,4","9,1","1,9","1,5","28,8","58,2","9,1",,,,"86,1","1,7",,"3,1","8,8","13,1","27,1","52,6","5,5","1,7","6,57","5,95","6,3","6,78"
QP095034,0,3860.0,24.0,1,,"5,4","98,6","1,4","4,8","20,9","39,5","27,4","7,4","0,6","5,3","52,6","34,5","6,5",,,,"82,7",,"4,9","7,8","2,6","9,7","2,5",75,"7,9","4,8","6,79","6,1","6,67","7,09"
QP095035,0,394.0,,,,"6,3","91,4","8,6","6,1","12,2","29,2","37,6",15,,"5,3",15,"32,7","42,9",,,,66,,,"11,7","14,5",,,"75,9","14,5",,"6,25","5,62","5,95","6,24"
QP095036,0,1283.0,,"1,4",,"4,7",,,"4,6","7,6","31,4","46,5","9,8",,,"14,7","69,2","6,9",5,,,"76,3",,,,,,"65,2","22,2",,,"5,56","4,76","5,61","6,16"
QP095037,0,37.0,,,,,,,,,,"43,2",,,,,,"62,2",,,,,"64,9",,,,,,,,,"6,96","6,91","6,99","7,1"
QP095038,0,3200.0,,"1,4","0,8","4,8",98,2,"4,8","16,8","38,8","32,4","7,2",,"2,6","22,9","49,7","17,5","5,2",,"0,3","75,2","7,7","4,9",5,"6,9","5,5",45,"35,5","12,1","1,9","6,41","5,22","6,24","7,35"
QP095039,0,915.0,,,,"5,2",,,,"16,4","24,2","44,6",,,,,"59,5",,,,,,,,,,,,69,,,"6,09","5,76","5,98","6,35"
QP095040,0,1135.0,,"6,1","5,4","4,8",,,"9,2",12,"31,8","38,7","8,4","2,8","5,7","16,2","65,6","8,3",,,,"73,5",,,,,,96,,,,"5,15","4,88","5,08","5,27"
QP095041,0,734.0,,,,"4,4",,,,"19,8","28,5","40,3",,,,"19,8","68,8","7,5",,,,,,,,,,"98,5",,,,"6,3","5,96","6,22","6,48"
QP971001,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP971002,0,972.0,,"14,2","13,2","4,5",,,"10,8",9,"38,1","30,3","11,8",8,,"25,6","43,6","17,9","2,5",,,"55,5","11,5","11,5","19,2",,"9,7","63,4","20,9","2,5","3,6","5,88","5,27","5,88","6,27"
QP971003,0,4212.0,,"2,7","1,5","7,7",,,"4,2","19,7","32,2","38,9",5,"0,9","1,6","21,9","50,4","22,7","2,1","0,3",,"29,4","46,4",,10,"9,6","6,6","72,8","14,6","3,1",3,"6,04","5,59","5,9","6,27"
QP971004,0,1029.0,,"2,3","1,1","4,9",,,"3,2","6,3","42,1","39,4",9,,"3,9","29,2","60,2","3,6",,,,"71,7","7,6","17,4",,,,"7,6","16,7",,"71,7","5,2","4,5","5,49","5,81"
QP971005,0,936.0,,"1,7",,"5,9",,,"4,8","7,5","42,2","36,1","9,4","4,4",,"15,4","48,6","26,8",,,,"7,4","24,8","63,1",,,,"24,8","61,6",,"7,4","5,97","5,62","6,04","6,51"
QP971006,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP971007,0,89.0,,,,,82,18,,"14,6",73,,,,,,"58,4",,,,,,,73,,,,,"78,7",,,"6,16","5,79","6,37","6,72"
QP971008,0,223.0,,"18,7","17,4","6,4","92,8","7,2",,"20,6","61,9",,,,,"21,1","67,7",,,,,,,57,,,,,"70,9",,,"5,97","5,29","5,97","6,6"
QP971009,0,540.0,,"3,2","2,4","7,7",,,,"9,3",60,"26,7",,,,,65,"23,9",,,,,,,45,35,"12,4",,"76,5",,,"6,28","5,77","6,53","6,77"
QP971010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP971011,0,213.0,,,,"6,4",84,16,,,"45,5","31,9",,,,,"52,1","29,1",,,,,,"54,5","29,1",,,"41,8","44,1",,,"6,02","5,9","5,94","6,28"
QP971012,0,357.0,,,,"7,9","81,5","18,5",,21,"54,9","19,6",,,,"16,5","57,7","21,6",,,,,,"23,8","67,2",,"14,8",,"76,2",,,"6,17","5,97","6,22","6,51"
QP971013,0,165.0,,,,"13,9",,,,,"21,8","38,8","24,8",,,,"21,8","63,6",,,,,,,,,,,,,,"5,89","5,9","5,94","5,96"
QP971014,0,633.0,,"9,6","6,3","8,1",,,"8,7","18,2","52,3","17,2","3,6",,"5,7","17,1","59,6","12,8",,,,,,"30,5","53,2","14,1",22,,"74,7",,,"5,96","5,51","6,01","6,6"
QP971015,0,317.0,,"7,7","4,8","7,3",,,,,"61,5","19,6",,,,"12,9","51,7","25,9",,,,,,,"90,9",,,,"79,5",,,"5,88","5,03","6,05","6,79"
QP971016,0,438.0,,"19,7","18,2","9,6",,,,"15,1","61,9",18,,,,"13,5","62,8","18,5",,,,,,,"74,4",,,,"84,5",,,"5,63","5,03","5,93","6,22"
QP972001,0,945.0,20.0,"6,6","4,7","5,7",,,"9,1","36,5","34,4","13,4","6,6","5,8","10,6","39,4","25,2","14,4",,,,"40,8",,"10,2","19,5","23,6",15,"8,7","70,3",,,"6,16","5,24","6,11","7,15"
QP972002,0,582.0,,"2,2",,"4,8",,,,,"30,4","41,6","19,1",,,,"24,7","53,4","10,5",,,,"12,2","64,6",,"16,3","37,3",,"50,2",,,"4,9","4,13","4,94","5,58"
QP972003,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP972004,0,1026.0,,"1,9",,"4,1","98,7","1,3",,,"46,6","40,4",11,,,"9,6","62,8","26,4",,,,"39,5",,,"55,1",,,,"90,5",,,"5,63","5,33","5,87","6,3"
QP972005,0,311.0,,"3,7",,"5,3",,,,"32,8","28,6","22,2",,9,,"36,7","34,1","14,5",,,,,,"74,9",,,,,"66,6",,,"6,65","5,19","6,64","7,63"
QP972006,0,558.0,,"2,5",,"6,3",,,,,"56,1","41,9",,,,,"72,9",,,,,,,,"86,2",,,,"72,8",,,"5,79","5,44","5,88","6,3"
QP972007,0,126.0,16.0,"15,3",,,,,,27,54,,,,,"42,9","40,5",,,,,"66,7",,"20,6",,,,,,,,"5,69","5,18","5,86",6
QP973001,0,170.0,,,,,,,,"28,2","28,8","34,1",,,,,"37,6","32,4","22,9",,,,,"83,5",,,,,,,,"6,03","5,87","6,31","6,36"
QP973002,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP973003,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP973004,0,509.0,,,,"5,6","86,4","13,6",,"25,1","33,2","34,4",,,,"5,5","34,2","43,2","13,4",,,"33,6",,,"47,2",,"11,8",,"81,3",,,"5,8","5,11",6,"6,39"
QP973005,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP973006,0,112.0,,,,,"81,3","18,8",,,"33,9","50,9",,,,,"22,3","57,1",,,,,,,,,,,"75,9",,,"5,43","4,58","5,61","5,68"
QP973007,0,184.0,,,,,"54,3","45,7",6,"32,6","26,6","21,7",13,,,"52,2","17,4","21,7",,,,"90,8",,,,,"76,1",,,,,"4,79","4,58","5,02","5,52"
QP973008,0,160.0,,,,,"68,8","31,3","6,9","8,8","43,8","32,5","8,1",,,"23,1","44,4","25,6",,,,"33,1",,"16,3",,"41,9","73,8",,,,,"5,26",5,"5,14","5,52"
QP973009,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP973010,0,296.0,,,,"5,8","89,9","10,1",,"14,5","32,1","43,2",,,,"14,5","38,9","38,5",,,,74,,,,"19,6",,,"70,3",,,"4,6","3,53","3,94","5,82"
QP973011,0,1159.0,,"1,4",,"6,3","96,3","3,7","4,1","18,4","40,1",33,"4,3",1,3,4,"27,5","47,3","16,2","0,9",,"22,6",,"46,7",,19,"11,5",,"87,5",,,"5,81","5,37","6,06","6,27"
QP973012,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP973013,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP973014,0,710.0,26.0,,,"6,6","80,6","19,4","14,9","27,2","31,8","19,3","6,8","7,2","7,5","12,5","37,7",30,,,,"39,3",31,"14,8","9,9",,,"18,6","73,4",,"5,5","6,96","6,17","6,44","7,41"
QP973015,0,290.0,,,,"4,8","79,3","20,7",,,"27,2","36,6","26,2",,,,"35,5","44,5","15,5",,,,,"80,7",,,,,"85,5",,,"6,65","5,89","6,15","6,63"
QP973016,0,770.0,55.0,,,"6,1","63,4","36,6","8,3",20,31,"27,3","13,4",,"4,4","13,9","38,6","27,9","11,3",,,,"9,4","40,5","41,7",,"3,6",,"90,3",,"3,9","6,61","6,1","6,46","6,72"
QP973017,0,1374.0,,4,"1,9","9,6","76,1","23,9",,"13,8","39,7","35,4",,,,"8,6","33,8","42,9","11,9",,,,,,"54,1","42,1",,,"78,7","15,2",,"6,61","6,2","6,36","6,8"
QP973018,0,975.0,,"16,2","13,6","12,6","64,6","35,4",,"20,4",36,"33,7",,,,"21,9","47,2","23,8","5,6",,,,,"15,2","41,8","40,4","13,8",,"82,6",,,"6,9","6,21","6,89","7,77"
QP973019,0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,86","13,16","14,02","14,47"
QP973020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP973021,0,317.0,48.0,"9,1","8,8",,"83,3","16,7",,"21,1","36,9","36,9",,,,"40,7","15,8","26,8",,,,,,"51,4",,"25,2",,,89,,,"9,03","6,33","6,59","13,66"
QP973022,0,446.0,,"6,2","5,5","7,7","82,5","17,5",,"13,9","40,6","31,6",,,,,"28,7","35,2","26,9","4,9",,,,"68,4",,,,,"92,8",,,"5,17","4,74","5,3","5,61"
QP973023,0,782.0,,"5,2","4,5","4,7","85,2","14,8",,"15,7","35,2","37,5",,,,"22,5","32,9","23,9","15,9",,,,,60,,"35,4",,,96,,,"5,95","4,75","5,65","7,25"
QP973024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP973025,0,192.0,,,,,,,,,"24,5","47,9",,,,,,50,"42,2",,,"53,1",,,,,"72,9",,,,,"5,12","4,56","4,91","5,9"
QP973026,0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,46","5,13","5,73","5,86"
QP973027,0,259.0,12.0,,,"6,9","36,7","63,3",,"11,6","44,4","36,3",,,,,"22,8","41,3","29,7",,,,,,"92,3",,"57,9",,"30,5",,,"5,5","4,34","5,05","6,23"
QP973028,0,273.0,,"4,8",,9,"76,2","23,8","7,7","28,6","19,8","35,2","8,8","7,3",19,15,"7,3","21,6","14,3","15,4",,11,,"11,7","36,6","35,9","14,3",,81,,,"6,44","5,45","6,12","7,85"
QP973029,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP973030,0,1143.0,284.0,"8,7","1,7","7,6","75,7","24,3",,,"37,4","30,5","17,1",,,"2,7","30,2","47,9",17,,,,,"3,5",52,"42,6",,,"90,6",,,"6,6","6,25","6,37","7,05"
QP973031,0,559.0,58.0,"2,2",,"3,9","56,9","43,1",,,"33,8","47,6",,,,,"13,2","57,4","23,8",,,,,,"43,6","54,2",,,,,,"6,42","6,16","6,33","6,39"
QP973032,0,420.0,,,,"10,1","76,2","23,8",,"21,2","41,2","27,9",,,,,"33,8","38,8","21,7",,,,,21,"75,7",,,,"51,4","28,3",,"6,46","5,39","6,3","7,03"
QP974001,0,345.0,,,,"5,8",67,33,,,"30,4","43,2","19,1",,,11,"61,2","22,9",,,,,,"81,2",,,,,"81,2",,,"6,8","6,17",7,"7,5"
QP974002,0,1505.0,,,,"6,8","81,8","18,2","1,7","19,6","40,9","29,5","8,3",,"1,1","31,1","50,3","15,1","1,5",,,,,"27,9","67,4","3,5",52,,"46,9",,,"6,36","5,3","5,92","7,25"
QP974003,0,304.0,,,,"12,6",,,,"18,4","37,2","35,5",,,,"36,2","36,2",,,,,,,"43,8","46,1",,"15,8",,"78,9",,,"7,34","5,69","7,04","8,66"
QP974004,0,209.0,,,,"6,7","72,2","27,8",12,"23,9","26,3","23,4","14,4",,,"31,1","35,9","19,1",,,,,,"94,3",,,,,"94,3",,,"7,09","6,27","7,02","7,98"
QP974005,0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,36","9,08","9,5","9,58"
QP974006,0,640.0,40.0,,,"7,9",87,13,"6,9","48,8","24,7","16,9","2,8",,"3,1","45,5",40,"8,1",,,,,,"33,3","42,5",,"54,4",,,,,"6,33","5,72","6,27","6,7"
QP974007,0,432.0,,,,11,,,9,44,"23,1","20,6","3,2",,,"40,7","39,1",13,,,,,,,56,,,,"54,9",,,"6,09","5,59","5,97","6,54"
QP974008,0,62.0,,,,,,,,"41,9","22,6","17,7",,,,"37,1","27,4",,,,,,,,,,"51,6",,,,,"6,43","5,94","6,53","6,75"
QP974009,0,348.0,,,,"8,1","96,6","3,4","9,5","14,9",42,29,"4,6",,,"28,7","43,1",19,,,,,,"21,6","64,7",,"64,7",,,,,"6,44","5,05","5,29","8,12"
QP974010,0,317.0,,,,"4,8",89,11,"7,6","22,1","40,4","24,3","5,7",,"10,7","25,9","53,3","5,7",,,,,"25,9","65,6",,,,,"73,2",,,"6,25","5,63","6,19","6,67"
QP974011,0,1463.0,43.0,,,"5,9","94,9","5,1","12,4","20,4","33,3","25,6","8,3","5,1","7,2","34,9","36,1","15,8",,,,"16,1",42,"17,2",,"13,6","2,9","19,8","35,5","3,3","38,5","6,38","5,36","6,61","7,11"
QP974012,0,1575.0,,,,"6,6",,,8,"27,3","31,9",26,"6,7","1,8","4,7","27,7",41,23,,,,,"10,8","84,1",,,"15,5",,79,,,"5,9","5,39","5,83","6,26"
QP974013,0,375.0,,,,"6,2",,,"9,1",16,"40,3","24,8","9,9","6,9",,"39,2","39,5","10,9",,,,,,"30,1","65,1",,"19,2",,76,,,"7,43","6,35","7,57","8,08"
QP974014,0,217.0,,,,"5,5","77,9","22,1",,"19,4","40,1",24,,,,,"53,9","34,6",,,,,,"49,8",,"28,1","77,9",,,,,"5,39","4,92","5,32","5,85"
QP974015,0,476.0,,,,"21,9",,,8,"31,9","35,3","19,7",5,,"4,8","43,1","34,5",13,,,,,,"48,5","26,9",,,,"77,1",,,"6,7","5,87","6,51","7,72"
QP974016,0,746.0,,,,"8,8",,,"4,4","26,9","33,9","24,4","10,3",,"3,8","10,5","46,6","32,6","3,5",,,,,"48,4","25,9",,,,"53,6",,,"5,95","5,59","6,04","6,29"
QP974017,0,639.0,16.0,,,"7,1","95,9","4,1","5,2","22,4","33,2","23,2","16,1",,"4,1","37,4","40,7","13,9","2,2",,,,,"73,7","18,3",,,,"71,4",,,"6,93","5,88","7,02","7,97"
QP974018,0,5480.0,,"1,1","0,4","5,1","82,3","17,7","5,9","20,6","39,6","25,5","8,2","2,1",4,"31,7","47,4","13,7",,,,"22,8","22,9","37,4","13,4",,17,"32,4","37,4","1,5","11,7","5,69","4,89","5,5","6,27"
QP974019,0,341.0,,,,"9,4",,,"4,1","29,9","37,5","23,8","4,7",,,"23,2","67,7",,,,,,,"80,1",,,,,,,,"5,76","5,71","5,88","6,21"
QP974020,0,321.0,,,,"7,5","80,4","19,6","3,7","12,5","49,2","28,3","6,2",,,"11,5","53,6","31,2",,,,,,,91,,"64,8",,,,,"5,69","4,91","5,86","6,26"
QP974021,0,1661.0,,"0,9",,"5,7","97,6","2,4","6,5","25,8","38,2","22,8","6,7",,"2,9","19,9","53,6","18,2",3,,,,"18,4","64,8","12,1","3,9","20,3","11,3","63,3",,,"5,75","5,37","5,75","6,09"
QP974022,0,833.0,,"1,6",,"10,5","92,1","7,9","3,5","19,1","37,2","33,3",7,,"2,9","10,8",54,"30,1",,,,,,,"55,5","43,1","57,5",,"37,7",,,"6,08","5,59","5,92","6,66"
QP974023,0,128.0,,,,,,,,"29,7","38,3","21,1",,,,"30,5","52,3",,,,,,,,68,,"62,5",,,,,"6,27","5,52","5,76","7,32"
QP974024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
