code,revenu_median,taux_pauvrete,gini,s80s20,annee
QP057002,13560.0,42.3,0.194,2.654,2017
QP057003,12550.0,51.0,0.213,2.896,2017
QP057004,12810.0,49.6,0.241,3.328,2017
QP057005,12930.0,48.7,0.216,3.018,2017
QP057006,12490.0,51.4,0.206,2.738,2017
QP057007,13010.0,46.9,0.241,3.379,2017
QP057008,12200.0,54.2,0.223,2.971,2017
QP057009,12210.0,53.6,0.259,3.809,2017
QP057010,12300.0,53.6,0.184,2.515,2017
QP057011,13870.0,42.5,0.276,3.849,2017
QP057012,13300.0,44.6,0.191,2.588,2017
QP057013,13860.0,40.3,0.225,3.081,2017
QP057014,13070.0,45.9,0.195,2.641,2017
QP057015,13460.0,43.7,0.213,2.939,2017
QP057016,13020.0,46.8,0.218,2.941,2017
QP057017,13310.0,43.6,0.201,2.696,2017
QP057018,12520.0,51.6,0.217,2.991,2017
QP057019,12720.0,50.0,0.214,2.866,2017
QP057020,12290.0,53.8,0.22,3.039,2017
QP057021,12840.0,48.0,0.257,3.642,2017
QP057022,12810.0,48.9,0.269,3.864,2017
QP057023,13290.0,44.7,0.225,3.12,2017
QP057024,14030.0,36.3,0.199,2.73,2017
QP058001,12560.0,51.7,0.256,3.797,2017
QP058002,12600.0,50.7,0.21,2.836,2017
QP058003,12870.0,47.0,0.201,2.775,2017
QP058004,13560.0,43.1,0.214,2.869,2017
QP058005,13440.0,42.7,0.214,3.034,2017
QP059001,15550.0,30.0,0.206,2.892,2017
QP059002,14420.0,35.0,0.203,2.718,2017
QP059003,14330.0,32.8,0.199,2.681,2017
QP059004,11960.0,56.9,0.179,2.416,2017
QP059005,13530.0,41.0,0.201,2.701,2017
QP059006,13890.0,39.7,0.196,2.623,2017
QP059007,13930.0,36.8,0.185,2.556,2017
QP059008,12840.0,48.3,0.225,3.036,2017
QP059009,11690.0,57.4,0.205,2.816,2017
QP059010,14560.0,36.4,0.212,2.812,2017
QP059011,13440.0,44.3,0.222,2.956,2017
QP059012,14320.0,39.1,0.239,3.177,2017
QP059013,12970.0,47.5,0.203,2.753,2017
QP059014,13130.0,45.6,0.226,3.026,2017
QP059015,11740.0,56.6,0.231,3.087,2017
QP059016,11300.0,63.9,0.204,2.721,2017
QP059017,11220.0,63.1,0.205,2.769,2017
QP059018,12100.0,54.2,0.236,3.192,2017
QP059019,12940.0,47.9,0.235,3.236,2017
QP059020,13350.0,43.6,0.229,3.052,2017
QP059021,13760.0,41.3,0.224,3.057,2017
QP059022,13450.0,43.8,0.197,2.705,2017
QP059023,13120.0,47.7,0.291,4.04,2017
QP059024,12530.0,51.8,0.215,2.874,2017
QP059025,14320.0,35.8,0.235,3.232,2017
QP059026,14420.0,34.3,0.248,3.342,2017
QP059027,14090.0,39.7,0.223,3.008,2017
QP059028,13160.0,46.8,0.208,2.757,2017
QP059029,12770.0,49.0,0.184,2.495,2017
QP059030,12510.0,51.3,0.212,2.844,2017
QP059031,13230.0,45.4,0.226,3.045,2017
QP059032,13980.0,38.7,0.227,3.012,2017
QP059033,14280.0,38.0,0.197,2.657,2017
QP059034,14430.0,35.8,0.235,3.182,2017
QP059035,14400.0,36.1,0.217,2.875,2017
QP059036,14310.0,38.3,0.191,2.591,2017
QP059037,14560.0,32.7,0.198,2.617,2017
QP059038,14550.0,35.9,0.192,2.592,2017
QP059039,14020.0,38.7,0.18,2.454,2017
QP059040,13690.0,40.3,0.184,2.496,2017
QP059041,13750.0,39.2,0.197,2.631,2017
QP059042,13860.0,43.1,0.311,4.48,2017
QP059043,14600.0,36.0,0.259,3.529,2017
QP059044,13050.0,46.7,0.252,3.432,2017
QP059045,14130.0,37.7,0.194,2.563,2017
QP059046,14050.0,38.8,0.327,4.829,2017
QP059047,13920.0,39.6,0.226,3.007,2017
QP059048,13140.0,45.7,0.218,2.927,2017
QP059049,14730.0,32.8,0.225,3.066,2017
QP059050,12960.0,47.3,0.235,3.224,2017
QP059051,12850.0,47.6,0.207,2.76,2017
QP059052,13130.0,46.4,0.217,2.878,2017
QP059053,14690.0,33.9,0.212,2.881,2017
QP059054,13280.0,44.3,0.204,2.78,2017
QP059055,13620.0,38.9,0.192,2.599,2017
QP059056,13230.0,44.0,0.22,2.927,2017
QP059057,13660.0,42.2,0.169,2.309,2017
QP059058,15450.0,29.1,0.21,2.898,2017
QP059059,13750.0,40.3,0.186,2.51,2017
QP059060,13010.0,45.4,0.188,2.543,2017
QP059061,12710.0,49.3,0.213,2.936,2017
QP059062,13140.0,44.8,0.213,2.883,2017
QP059063,14570.0,38.0,0.286,4.098,2017
QP059064,13130.0,45.3,0.195,2.649,2017
QP059065,12580.0,51.3,0.263,3.542,2017
QP059066,12930.0,48.1,0.227,3.125,2017
QP059067,13660.0,39.9,0.219,2.975,2017
QP059068,14220.0,37.0,0.205,2.847,2017
QP059069,13940.0,40.0,0.208,2.808,2017
QP059070,13700.0,39.3,0.198,2.684,2017
QP059071,13670.0,42.8,0.208,2.813,2017
QP059072,13830.0,39.1,0.191,2.603,2017
QP059073,12660.0,50.3,0.209,2.791,2017
QP059074,13140.0,46.3,0.269,3.821,2017
QP059075,14490.0,39.9,0.291,4.41,2017
QP059076,13200.0,44.2,0.211,2.841,2017
QP059077,13440.0,42.6,0.193,2.671,2017
QP059078,14180.0,39.7,0.205,2.728,2017
QP059079,13110.0,45.6,0.203,2.819,2017
QP059080,13820.0,39.3,0.219,2.992,2017
QP059081,12840.0,49.1,0.208,2.784,2017
QP059082,12690.0,49.8,0.245,3.394,2017
QP059083,12640.0,50.4,0.196,2.643,2017
QP059084,13400.0,43.1,0.2,2.666,2017
QP059085,14290.0,38.7,0.242,3.369,2017
QP059086,14310.0,39.4,0.242,3.409,2017
QP059087,12060.0,55.8,0.217,2.936,2017
QP059088,15170.0,32.9,0.215,2.924,2017
QP059089,13650.0,40.3,0.206,2.845,2017
QP059090,13580.0,41.9,0.224,3.088,2017
QP059091,14620.0,35.5,0.19,2.596,2017
QP060001,12920.0,48.2,0.216,3.022,2017
QP060002,13260.0,43.4,0.208,2.849,2017
QP060003,13440.0,43.3,0.216,3.003,2017
QP060004,14130.0,41.5,0.227,3.161,2017
QP060005,14220.0,36.8,0.201,2.754,2017
QP060006,13390.0,45.1,0.225,3.131,2017
QP060007,13230.0,44.1,0.224,3.127,2017
QP060008,13740.0,41.0,0.205,2.843,2017
QP060009,12760.0,49.0,0.23,3.296,2017
QP060010,12470.0,51.6,0.209,2.832,2017
QP060011,13040.0,46.9,0.217,2.974,2017
QP060012,13610.0,40.8,0.204,2.844,2017
QP060013,12900.0,47.6,0.194,2.653,2017
QP060014,13830.0,39.1,0.194,2.614,2017
QP060015,14630.0,30.7,0.21,2.99,2017
QP060016,14960.0,32.2,0.19,2.594,2017
QP060017,12920.0,47.0,0.208,2.831,2017
QP060018,12630.0,50.1,0.218,2.957,2017
QP061001,13700.0,41.9,0.204,2.769,2017
QP061002,13970.0,40.0,0.227,3.073,2017
QP061003,12160.0,54.2,0.214,2.961,2017
QP061004,12480.0,51.6,0.209,2.838,2017
QP061005,11510.0,62.7,0.187,2.582,2017
QP061006,11640.0,58.2,0.229,3.153,2017
QP061007,13040.0,47.8,0.208,2.82,2017
QP062001,14640.0,32.3,0.21,2.746,2017
QP062002,14130.0,35.7,0.184,2.484,2017
QP062003,14600.0,35.3,0.18,2.442,2017
QP062004,12680.0,49.5,0.252,3.39,2017
QP062005,13870.0,42.4,0.193,2.593,2017
QP062006,13690.0,40.7,0.204,2.678,2017
QP062007,14100.0,38.1,0.21,2.851,2017
QP062008,12750.0,49.2,0.225,3.066,2017
QP062009,13950.0,41.3,0.253,3.514,2017
QP062010,13790.0,38.7,0.223,2.982,2017
QP062011,13370.0,43.9,0.22,2.975,2017
QP062012,13800.0,39.8,0.186,2.523,2017
QP062013,14210.0,33.0,0.208,2.961,2017
QP062014,13050.0,47.3,0.19,2.61,2017
QP062015,13510.0,43.9,0.212,2.796,2017
QP062016,14640.0,35.9,0.2,2.695,2017
QP062017,13450.0,42.0,0.188,2.538,2017
QP062018,13770.0,41.2,0.182,2.502,2017
QP062019,12810.0,49.0,0.205,2.755,2017
QP062020,13270.0,44.1,0.19,2.584,2017
QP062021,13590.0,43.9,0.209,2.791,2017
QP062022,14050.0,37.3,0.189,2.563,2017
QP062023,13640.0,40.4,0.195,2.643,2017
QP062024,13770.0,42.3,0.213,2.875,2017
QP062025,12560.0,51.0,0.213,2.886,2017
QP062026,13270.0,43.6,0.235,3.096,2017
QP062027,12220.0,53.3,0.202,2.735,2017
QP062028,13460.0,43.4,0.215,2.926,2017
QP062029,13860.0,39.0,0.194,2.591,2017
QP062030,12680.0,49.9,0.203,2.732,2017
QP062031,13550.0,40.7,0.178,2.39,2017
QP062032,13680.0,44.3,0.207,2.798,2017
QP062033,13300.0,45.1,0.216,2.948,2017
QP062034,13390.0,43.1,0.205,2.779,2017
QP062035,14250.0,35.3,0.204,2.746,2017
QP062036,11770.0,58.2,0.186,2.531,2017
QP062037,13910.0,39.4,0.262,3.508,2017
QP062038,14730.0,35.9,0.203,2.752,2017
QP062039,13080.0,47.6,0.223,2.946,2017
QP062040,14290.0,36.0,0.189,2.56,2017
QP062041,13950.0,39.5,0.209,2.882,2017
QP062042,12800.0,48.5,0.231,3.161,2017
QP062043,13530.0,41.7,0.202,2.711,2017
QP062044,12890.0,47.4,0.193,2.598,2017
QP062045,13450.0,43.2,0.191,2.538,2017
QP062046,13740.0,37.7,0.165,2.264,2017
QP062047,13230.0,43.0,0.197,2.635,2017
QP062048,13690.0,42.2,0.22,3.073,2017
QP062049,13550.0,42.1,0.195,2.661,2017
QP062050,13330.0,44.0,0.292,4.095,2017
QP062051,12730.0,49.7,0.193,2.567,2017
QP062052,14460.0,37.4,0.215,2.973,2017
QP062053,14170.0,34.9,0.178,2.427,2017
QP062054,13050.0,46.1,0.178,2.449,2017
QP062055,12790.0,49.1,0.222,2.995,2017
QP062056,11550.0,59.7,0.198,2.653,2017
QP062057,13400.0,43.7,0.262,3.727,2017
QP062058,13640.0,43.0,0.27,3.67,2017
QP062059,13180.0,46.2,0.217,2.947,2017
QP062060,12740.0,48.8,0.199,2.651,2017
QP062061,12620.0,50.5,0.217,2.923,2017
QP062062,12890.0,47.3,0.22,3.055,2017
QP062063,14990.0,36.7,0.259,3.492,2017
QP062064,13220.0,44.9,0.187,2.543,2017
QP063001,13980.0,39.3,0.213,2.868,2017
QP063002,12060.0,55.5,0.234,3.299,2017
QP063003,12650.0,50.1,0.226,3.119,2017
QP063004,12670.0,50.0,0.22,3.024,2017
QP063005,13260.0,44.8,0.197,2.645,2017
QP063006,13570.0,44.2,0.202,2.757,2017
QP063007,13200.0,44.7,0.275,3.909,2017
QP064001,14800.0,33.4,0.238,3.397,2017
QP064002,14010.0,38.4,0.196,2.74,2017
QP064003,13000.0,46.6,0.227,3.165,2017
QP064004,11930.0,58.6,0.196,2.708,2017
QP065001,12030.0,55.3,0.217,2.864,2017
QP065002,12540.0,51.1,0.202,2.759,2017
QP065003,14010.0,40.4,0.25,3.48,2017
QP065004,13470.0,44.1,0.192,2.763,2017
QP066001,14640.0,35.6,0.246,3.411,2017
QP066002,13730.0,41.7,0.263,3.66,2017
QP066003,13210.0,44.2,0.243,3.353,2017
QP066004,11050.0,69.9,0.187,2.611,2017
QP066005,11340.0,62.3,0.24,3.335,2017
QP066006,10660.0,71.4,0.256,3.786,2017
QP066007,13980.0,41.4,0.274,3.907,2017
QP066008,12290.0,51.9,0.333,5.236,2017
QP066009,12410.0,53.2,0.192,2.518,2017
QP066010,11140.0,66.5,0.19,2.534,2017
QP067001,14930.0,32.8,0.25,3.453,2017
QP067002,13140.0,45.6,0.286,4.408,2017
QP067003,14600.0,34.4,0.23,3.075,2017
QP067004,13170.0,45.9,0.21,2.883,2017
QP067005,12410.0,51.8,0.216,2.959,2017
QP067006,13320.0,45.2,0.201,2.727,2017
QP067007,15310.0,32.7,0.239,3.315,2017
QP067008,13910.0,40.4,0.197,2.654,2017
QP067009,13070.0,47.9,0.205,2.749,2017
QP067010,13070.0,45.5,0.201,2.759,2017
QP067011,12870.0,48.1,0.227,3.106,2017
QP067012,13580.0,42.8,0.235,3.222,2017
QP067013,13050.0,46.0,0.22,2.994,2017
QP067014,12380.0,52.1,0.208,2.792,2017
QP067015,14310.0,40.6,0.27,3.931,2017
QP067016,12930.0,47.7,0.213,2.89,2017
QP067017,13340.0,43.3,0.208,2.876,2017
QP067018,14570.0,36.5,0.285,4.117,2017
QP067019,12550.0,52.3,0.203,2.787,2017
QP067020,12940.0,47.6,0.202,2.713,2017
QP067021,13940.0,37.9,0.209,2.842,2017
QP068001,12360.0,51.9,0.231,3.147,2017
QP068002,13110.0,46.4,0.222,3.019,2017
QP068003,12140.0,55.2,0.219,2.959,2017
QP068004,13200.0,45.6,0.204,2.799,2017
QP068005,13250.0,45.3,0.263,3.874,2017
QP068006,13770.0,41.7,0.239,3.346,2017
QP068007,14110.0,34.3,0.237,3.175,2017
QP068008,13880.0,38.1,0.209,2.853,2017
QP068009,15030.0,35.9,0.271,3.838,2017
QP068010,13690.0,39.5,0.216,2.862,2017
QP069001,14920.0,31.8,0.222,3.052,2017
QP069002,14700.0,35.1,0.234,3.166,2017
QP069003,15410.0,29.9,0.222,2.98,2017
QP069004,14440.0,37.3,0.245,3.576,2017
QP069005,13870.0,36.4,0.18,2.408,2017
QP069006,14030.0,39.2,0.225,3.037,2017
QP069007,12630.0,50.1,0.236,3.275,2017
QP069008,12550.0,51.8,0.209,2.934,2017
QP069009,14160.0,38.2,0.169,2.348,2017
QP069010,12780.0,49.1,0.215,2.999,2017
QP069011,13780.0,41.9,0.224,3.086,2017
QP069012,12350.0,53.9,0.201,2.721,2017
QP069013,13480.0,44.6,0.232,3.238,2017
QP069014,13680.0,43.2,0.233,3.168,2017
QP069015,12800.0,48.6,0.218,3.029,2017
QP069016,13240.0,44.7,0.214,2.972,2017
QP069017,15640.0,26.2,0.202,2.743,2017
QP069018,13160.0,46.4,0.214,2.961,2017
QP069019,14120.0,40.2,0.235,3.26,2017
QP069020,13550.0,42.6,0.213,2.879,2017
QP069021,13530.0,43.4,0.215,2.908,2017
QP069022,14300.0,38.4,0.247,3.494,2017
QP069023,13860.0,41.0,0.223,3.064,2017
QP069024,12300.0,54.7,0.226,3.193,2017
QP069025,15220.0,32.1,0.261,3.591,2017
QP069026,13580.0,44.5,0.194,2.616,2017
QP069027,14800.0,32.5,0.198,2.695,2017
QP069028,14150.0,36.8,0.215,2.962,2017
QP069029,13950.0,40.2,0.244,3.395,2017
QP069030,13880.0,41.7,0.216,2.833,2017
QP069031,14100.0,37.8,0.207,2.89,2017
QP069032,13930.0,40.3,0.211,2.965,2017
QP069033,13320.0,44.6,0.204,2.755,2017
QP069034,13740.0,38.8,0.208,2.845,2017
QP069035,14150.0,38.0,0.221,3.045,2017
QP069036,13470.0,42.5,0.212,2.883,2017
QP069037,14440.0,37.5,0.222,3.052,2017
QP069038,13930.0,39.2,0.208,2.807,2017
QP069039,13490.0,42.5,0.223,3.149,2017
QP069040,15290.0,35.6,0.226,3.007,2017
QP069041,14400.0,37.7,0.228,3.097,2017
QP069042,14700.0,39.2,0.312,5.189,2017
QP069043,13130.0,44.6,0.214,3.061,2017
QP070001,12880.0,48.7,0.21,2.97,2017
QP070002,12790.0,49.1,0.211,2.835,2017
QP070003,12270.0,52.0,0.215,2.932,2017
QP070004,12840.0,47.0,0.197,2.643,2017
QP070005,12550.0,51.5,0.186,2.525,2017
QP071001,13090.0,46.1,0.193,2.632,2017
QP071002,11970.0,55.6,0.217,3.084,2017
QP071003,13040.0,45.7,0.203,2.774,2017
QP071004,11860.0,59.4,0.212,2.982,2017
QP071005,13020.0,46.2,0.21,2.936,2017
QP071006,13310.0,44.2,0.202,2.763,2017
QP071007,13170.0,44.6,0.194,2.575,2017
QP071008,14060.0,38.7,0.203,2.773,2017
QP071009,13440.0,43.1,0.206,2.881,2017
QP071010,14210.0,36.6,0.259,3.943,2017
QP071011,13100.0,45.3,0.217,2.903,2017
QP071012,13840.0,38.1,0.21,2.848,2017
QP071013,14830.0,36.3,0.205,2.77,2017
QP072001,13700.0,41.4,0.192,2.62,2017
QP072002,14010.0,41.6,0.216,2.991,2017
QP072003,11960.0,55.8,0.21,2.926,2017
QP072004,12410.0,52.0,0.22,3.06,2017
QP072005,11780.0,57.2,0.229,3.22,2017
QP072006,11810.0,57.5,0.221,2.87,2017
QP072007,13740.0,40.5,0.196,2.804,2017
QP073001,14750.0,35.4,0.257,3.538,2017
QP073002,13730.0,41.0,0.212,2.902,2017
QP073003,15880.0,29.4,0.213,2.962,2017
QP073004,13340.0,45.1,0.185,2.468,2017
QP074001,13990.0,37.4,0.247,3.512,2017
QP074002,13000.0,48.5,0.255,3.559,2017
QP074003,15960.0,29.1,0.196,2.726,2017
QP074004,13940.0,38.7,0.223,2.993,2017
QP074005,12590.0,50.9,0.335,6.144,2017
QP074006,16020.0,27.7,0.218,3.026,2017
QP075001,16030.0,29.7,0.24,3.453,2017
QP075002,17090.0,26.4,0.335,5.435,2017
QP075003,15370.0,34.2,0.316,5.101,2017
QP075004,15370.0,33.6,0.282,4.105,2017
QP075005,17730.0,,0.271,4.584,2017
QP075006,14860.0,34.5,0.285,3.861,2017
QP075007,15530.0,30.9,0.235,3.337,2017
QP075008,14950.0,35.4,0.244,3.465,2017
QP075009,16000.0,33.2,0.316,4.809,2017
QP075010,15090.0,34.2,0.277,4.049,2017
QP075011,16280.0,30.7,0.287,4.336,2017
QP075012,15490.0,34.2,0.34,5.607,2017
QP075013,14350.0,37.6,0.236,3.339,2017
QP075014,14980.0,37.1,0.308,4.948,2017
QP075015,15660.0,32.5,0.281,4.169,2017
QP075016,15160.0,32.8,0.281,4.084,2017
QP075017,14540.0,37.6,0.256,3.485,2017
QP075018,15320.0,33.8,0.291,4.156,2017
QP075019,15330.0,33.6,0.25,3.579,2017
QP075020,17140.0,32.0,0.351,6.179,2017
QP076001,12770.0,48.6,0.185,2.519,2017
QP076002,13600.0,42.0,0.19,2.575,2017
QP076003,13650.0,41.3,0.199,2.666,2017
QP076004,14430.0,35.6,0.187,2.6,2017
QP076005,13540.0,42.4,0.21,2.857,2017
QP076006,13510.0,43.8,0.239,3.33,2017
QP076007,13460.0,42.3,0.203,2.716,2017
QP076008,13520.0,44.3,0.213,2.864,2017
QP076009,15380.0,30.7,0.197,2.691,2017
QP076010,13330.0,44.3,0.21,2.852,2017
QP076011,13720.0,41.1,0.205,2.886,2017
QP076012,13620.0,40.2,0.196,2.629,2017
QP076013,13080.0,45.0,0.196,2.713,2017
QP076014,13760.0,41.3,0.228,3.147,2017
QP076015,13970.0,34.3,0.184,2.429,2017
QP076016,13460.0,42.9,0.213,2.878,2017
QP076017,13770.0,40.3,0.206,2.808,2017
QP076018,12750.0,49.2,0.203,2.779,2017
QP076019,13560.0,41.2,0.194,2.633,2017
QP076020,13090.0,46.0,0.199,2.731,2017
QP076021,12560.0,50.9,0.202,2.784,2017
QP076022,12020.0,56.2,0.224,3.241,2017
QP076023,12110.0,55.2,0.215,3.03,2017
QP076024,14510.0,38.4,0.218,2.894,2017
QP076025,14440.0,37.6,0.207,2.747,2017
QP076026,13650.0,42.7,0.205,2.795,2017
QP076027,13750.0,40.4,0.191,2.541,2017
QP076028,14130.0,38.9,0.189,2.573,2017
QP077001,13880.0,38.6,0.204,2.734,2017
QP077002,15050.0,31.1,0.221,3.059,2017
QP077003,14020.0,39.0,0.186,2.487,2017
QP077004,14700.0,35.8,0.206,2.874,2017
QP077005,15030.0,31.6,0.226,3.245,2017
QP077006,15210.0,31.6,0.224,3.07,2017
QP077007,16360.0,30.3,0.24,3.51,2017
QP077008,14780.0,33.2,0.213,2.981,2017
QP077009,14560.0,35.7,0.213,2.972,2017
QP077010,14080.0,40.9,0.218,3.033,2017
QP077011,13890.0,39.7,0.211,2.9,2017
QP077012,15010.0,30.3,0.211,2.945,2017
QP077013,13970.0,39.2,0.222,3.142,2017
QP077014,11870.0,57.3,0.215,2.955,2017
QP077015,13770.0,41.1,0.255,3.751,2017
QP077016,14480.0,35.1,0.235,3.36,2017
QP077017,13110.0,46.2,0.211,2.915,2017
QP077018,16110.0,29.2,0.193,2.622,2017
QP077019,14120.0,39.8,0.22,3.131,2017
QP077020,13760.0,38.5,0.193,2.683,2017
QP077021,15990.0,30.4,0.245,3.53,2017
QP077022,15220.0,33.0,0.224,3.064,2017
QP077023,15380.0,29.8,0.209,2.881,2017
QP077024,16960.0,29.4,0.236,3.311,2017
QP078001,13410.0,43.4,0.224,3.138,2017
QP078002,13830.0,40.6,0.208,2.833,2017
QP078003,14040.0,39.2,0.207,2.831,2017
QP078004,15660.0,29.7,0.233,3.416,2017
QP078005,15240.0,31.7,0.221,3.023,2017
QP078006,15380.0,31.0,0.217,3.017,2017
QP078007,15030.0,30.3,0.223,3.194,2017
QP078008,15350.0,32.7,0.23,3.295,2017
QP078009,14520.0,36.5,0.231,3.125,2017
QP078010,13720.0,38.7,0.201,2.77,2017
QP078011,14400.0,34.9,0.209,2.891,2017
QP078012,15480.0,32.5,0.217,2.991,2017
QP078013,14070.0,36.2,0.206,2.867,2017
QP078014,15360.0,27.9,0.194,2.667,2017
QP078015,15830.0,27.6,0.228,3.163,2017
QP078016,17100.0,,0.225,3.114,2017
QP078017,14120.0,38.8,0.212,2.966,2017
QP078018,15880.0,24.4,0.197,2.656,2017
QP078019,14830.0,33.5,0.21,2.934,2017
QP078020,14560.0,31.1,0.198,2.667,2017
QP078021,14240.0,36.2,0.216,3.012,2017
QP078022,15980.0,25.0,0.228,3.324,2017
QP079001,11950.0,56.5,0.205,2.774,2017
QP079002,12770.0,48.9,0.245,3.359,2017
QP079003,13710.0,43.6,0.309,4.575,2017
QP079004,12870.0,47.4,0.233,3.318,2017
QP079005,12480.0,52.2,0.239,3.279,2017
QP080001,11970.0,56.6,0.196,2.677,2017
QP080002,13360.0,44.8,0.195,2.641,2017
QP080003,12330.0,52.7,0.223,3.064,2017
QP080004,13440.0,43.2,0.229,2.968,2017
QP080005,13090.0,45.6,0.201,2.746,2017
QP080006,14220.0,38.5,0.242,3.394,2017
QP080007,11970.0,55.5,0.19,2.608,2017
QP080008,13150.0,45.8,0.226,3.054,2017
QP080009,14600.0,34.3,0.195,2.564,2017
QP081001,12170.0,54.1,0.207,2.863,2017
QP081002,11460.0,63.9,0.214,3.011,2017
QP081003,12300.0,53.8,0.18,2.465,2017
QP081004,12880.0,47.8,0.21,2.848,2017
QP081005,14840.0,35.2,0.291,4.333,2017
QP081006,11310.0,63.2,0.188,2.542,2017
QP081007,13070.0,45.8,0.236,3.124,2017
QP081008,12400.0,51.6,0.222,2.933,2017
QP081009,13610.0,42.9,0.226,3.066,2017
QP081010,13910.0,41.1,0.256,3.58,2017
QP081011,13670.0,40.8,0.236,3.274,2017
QP082001,15000.0,35.7,0.312,4.64,2017
QP082002,13050.0,46.6,0.247,3.382,2017
QP082003,13380.0,44.9,0.285,4.234,2017
QP082004,12500.0,51.7,0.229,3.162,2017
QP083001,15040.0,33.9,0.189,2.608,2017
QP083002,13860.0,41.2,0.264,4.019,2017
QP083003,14310.0,37.0,0.201,2.774,2017
QP083004,12800.0,49.6,0.244,3.412,2017
QP083005,13330.0,45.2,0.189,2.558,2017
QP083006,13700.0,42.6,0.296,4.617,2017
QP083007,12550.0,50.9,0.218,3.024,2017
QP083008,12530.0,51.3,0.217,2.983,2017
QP083009,13390.0,43.7,0.252,3.635,2017
QP083010,12320.0,54.7,0.196,2.675,2017
QP083011,13520.0,41.5,0.192,2.641,2017
QP083012,11010.0,67.9,0.231,3.216,2017
QP083013,14380.0,37.6,0.258,3.722,2017
QP083014,13990.0,43.4,0.244,3.365,2017
QP083015,11390.0,63.3,0.195,2.724,2017
QP083016,12980.0,47.8,0.292,4.387,2017
QP083017,12630.0,50.4,0.213,2.877,2017
QP083018,12140.0,56.0,0.208,2.862,2017
QP083019,13770.0,42.0,0.232,3.336,2017
QP083020,13340.0,45.5,0.27,3.927,2017
QP083021,12710.0,48.9,0.206,2.854,2017
QP084001,13850.0,41.4,0.235,3.363,2017
QP084002,12230.0,53.9,0.223,3.105,2017
QP084003,12210.0,54.1,0.222,3.075,2017
QP084004,12040.0,56.0,0.199,2.73,2017
QP084005,14290.0,41.2,0.297,4.46,2017
QP084006,12690.0,49.6,0.219,3.015,2017
QP084007,16160.0,29.8,0.248,3.574,2017
QP084008,12270.0,53.2,0.3,4.722,2017
QP084009,11440.0,61.5,0.226,3.115,2017
QP084010,10560.0,72.0,0.187,2.605,2017
QP084011,12900.0,47.9,0.202,2.782,2017
QP084012,12060.0,54.8,0.236,3.34,2017
QP084013,11820.0,58.2,0.242,3.213,2017
QP084014,11940.0,55.9,0.206,2.813,2017
