code_qpv,iris_controle,distance_pauvrete
QP029001,290390105,35.38267409963717
QP029001,290390102,35.86826964209364
QP029001,290390108,37.49799037503862
QP029001,290390107,37.95055538797576
QP029002,292320121,0.1073324659361461
QP029002,292320119,3.4766813371258465
QP029002,292320120,9.243972947925538
QP029002,292320103,17.81753021250041
QP029002,292320102,21.237337669528568
QP029003,290190110,8.927645081551518
QP029003,290190126,10.91055215942199
QP029003,290190132,14.303178051683059
QP029003,290190116,16.48960496724578
QP029003,290190129,18.102398847409827
QP029004,290190126,0.243885492755318
QP029004,290190110,1.7390215851151538
QP029004,290190132,3.6365113850163873
QP029004,290190116,5.822938300579107
QP029004,290190129,7.435732180743155
QP029005,290190110,4.794311748218185
QP029005,290190126,6.7772188260886566
QP029005,290190132,10.169844718349726
QP029005,290190116,12.356271633912446
QP029005,290190129,13.969065514076494
QP029006,290190110,8.06097841488485
QP029006,290190126,10.043885492755322
QP029006,290190132,13.436511385016392
QP029006,290190116,15.622938300579111
QP029006,290190129,17.23573218074316
QP029007,290190110,7.327645081551516
QP029007,290190126,9.310552159421988
QP029007,290190132,12.703178051683057
QP029007,290190116,14.889604967245777
QP029007,290190129,16.502398847409825
QP029008,290190110,3.460978414884842
QP029008,290190126,5.443885492755314
QP029008,290190132,8.836511385016383
QP029008,290190116,11.022938300579103
QP029008,290190129,12.635732180743151
QP029009,290190110,9.727645081551515
QP029009,290190126,11.710552159421987
QP029009,290190132,15.103178051683056
QP029009,290190116,17.289604967245776
QP029009,290190129,18.902398847409824
QP02A001,2A2470101,11.629018456779988
QP02A001,2A2470201,16.17951593942715
QP02A001,2A2470102,19.514916092487105
QP02A001,2A2470202,24.679415593354666
QP02A002,2A0040701,3.0425721604060314
QP02A002,2A0040101,5.572126155097141
QP02A002,2A0040601,5.588446211567934
QP02A002,2A0040702,7.419106432933312
QP02A002,2A0040201,8.287483971713957
QP02B001,2B0330101,2.05729679029497
QP02B001,2B0330102,3.1437268882124485
QP02B001,2B0330401,3.600866675948339
QP02B001,2B0330501,3.620716618164572
QP02B001,2B0330301,4.248726923757623
QP02B002,2B0330101,1.9760365430383686
QP02B002,2B0330102,7.177060221545787
QP02B002,2B0330401,7.6342000092816775
QP02B002,2B0330501,7.65404995149791
QP02B002,2B0330301,8.282060257090961
QP030001,300070109,4.777120359878111
QP030001,300070111,9.403571246104747
QP030001,300070110,10.425624258822403
QP030001,300070101,14.008821597772972
QP030001,300070104,16.407446893117005
QP030003,301891603,1.1243451324177869
QP030003,301890903,1.4071686391608154
QP030003,301890901,2.38724592751781
QP030003,301890904,2.4599910489294103
QP030003,301890902,3.299370484256869
QP030004,301890604,2.081996851824968
QP030004,301891703,2.353045255141801
QP030004,301891601,3.5768212172933147
QP030004,301890102,7.046205564349371
QP030004,301890101,9.78621387724457
QP030005,301891001,1.8975892752838703
QP030005,301891602,5.097963261990451
QP030005,301890902,5.133962849076461
QP030005,301890901,6.04608740581552
QP030005,301890903,7.026164694172515
QP030006,301891001,3.202410724716124
QP030006,301891602,10.197963261990445
QP030006,301890902,10.233962849076455
QP030006,301890901,11.146087405815514
QP030006,301890604,11.848663518491641
QP030007,301890102,1.0871277689839616
QP030007,301890101,1.6528805439112375
QP030007,301890202,3.3681825720240823
QP030007,301891601,4.556512116040018
QP030007,301891703,5.780288078191532
QP030008,301890604,6.648663518491631
QP030008,301891703,6.919711921808464
QP030008,301891601,8.143487883959978
QP030008,301891001,8.402410724716134
QP030008,301890102,11.612872231016034
QP030009,302580102,10.785676276497078
QP030009,302580105,28.798342471994307
QP030009,302580104,34.9879686523263
QP030009,302580103,39.120940675215856
QP030010,300280105,5.64632953466856
QP030010,300280101,22.477373998143282
QP030010,300280103,24.312332031810516
