IRIS,pop_2013,pop_2018,evol_pop_pct
027380302,3006.858290499279,2580.38059474779,-14.183498341076595
027380401,3418.255127749516,3395.19383194987,-0.6746510993996147
028100102,2218.9274279873825,2274.27191159739,2.49419980626433
028100202,2756.769319681504,2803.04407780379,1.6785865176282666
028100302,3045.6422895354704,3203.86002678016,5.194889031726091
030950101,2363.5064136726924,2263.59353720839,-4.227315647899854
030950102,1786.2352450874355,1779.56465817785,-0.37344391943507915
030950103,3180.6939237410265,2789.44202008832,-12.300834755974543
030950105,2053.379013020105,2070.543093629,0.8358944208575414
030950111,2313.477991363872,2108.01361854802,-8.881189861448568
031850101,2984.846776357579,2715.61003147935,-9.02011945841924
031850105,1722.124307212977,1723.06785248979,0.05478961494598256
031850106,3414.8440764124543,2978.27262873522,-12.78452069577023
031850115,2650.3707797516977,1885.05243376991,-28.87589735853816
031850117,2289.200375135298,1957.96776059845,-14.46935873917421
031900101,1976.177173595276,1959.59780017838,-0.8389618926086917
031900102,3339.748973924796,3269.74315161565,-2.096140244542888
031900103,1776.241117850272,1722.46135716717,-3.0277286198728492
031900104,1833.9687728238869,1866.16304483384,1.7554427581872867
031900108,2834.379262739162,2674.30422528564,-5.647622375659944
033100101,2982.026547431661,3002.57012191374,0.6889131989711084
033100102,3251.228983975246,3073.52612074429,-5.465713553453888
033100103,2959.520059666608,2640.79283381961,-10.76955788172298
033100105,3032.3286687611644,2904.71126926573,-4.2085609258039725
033100110,1971.1430383969291,2133.19030614411,8.220979634180626
040700102,1806.3706954534573,1967.76387777556,8.934665665708664
040700103,2090.7186558985577,1909.06354619897,-8.688644413588742
040700104,1907.104468300972,1702.7590291463,-10.714957809139957
040700105,2589.060402088978,2469.54819732506,-4.616045445192785
040700108,1985.9574679379327,2035.52862673642,2.496083606964561
041120101,2075.375200115144,1810.60380107244,-12.757760573992305
041120102,1738.5188030208867,2219.18021975522,27.647754853104047
041120103,4127.421296806316,3600.65432017079,-12.76261711018265
041120106,2719.3117421676307,2683.6973984824,-1.3096822675005892
041120107,2240.1514357879078,2171.18286018396,-3.0787461285933015
050610101,2391.906151868072,2347.22419089004,-1.8680482485960104
050610106,2541.515990970805,2206.61087298467,-13.177375990391004
050610108,2047.222577082753,1992.36707990208,-2.679508217364479
050610111,1771.4655755203014,1858.04343999462,4.887357997283659
050610115,1930.8623954916627,2297.89340708275,19.0086570875305
060290108,2790.771268649029,2442.96550421144,-12.462711234875101
060290109,3093.245398982011,2780.13233485967,-10.122477325122237
060290110,1431.9965199129308,824.366605509818,-42.43235971272181
060290117,1440.5476586271009,1077.5810786237,-25.196429832062783
060290128,1560.231144932559,2009.16647670443,28.773642497136297
060330101,2259.783174068919,2253.49748695889,-0.27815443455625477
060330102,3107.6920055251035,2919.29591097681,-6.062251156592991
060330103,1856.9594964682224,1986.51217752168,6.976602413776711
060330105,3889.9987232674766,4742.3416425992,21.911136223093198
060690101,3352.084685417884,3609.49688745519,7.679167628344574
060690103,3558.4331549988838,3438.55275550246,-3.368909693526656
060690106,2682.289819497776,2462.59844557123,-8.1904413285094
060690109,2889.294088027262,2981.26813051933,3.183270366045199
060690111,2638.307211756516,2588.44959880947,-1.889757672073844
060880508,2251.607940014901,2493.06684662262,10.723843272915467
060880509,1596.593650689713,1677.33925053194,5.05736696418313
060880604,2606.569383042092,2611.08329560754,0.17317446429068184
060880605,1489.341902885625,1614.93850676207,8.43302693848198
060880701,2431.230111869443,2660.09069963015,9.413365960029573
060880702,3673.1471700451775,3883.86144183069,5.736613918002131
060880901,2583.462187059578,2917.43792206116,12.927448161403277
060880902,2074.120856296429,2330.15822788292,12.344380550884292
060880903,1708.0415805802245,1387.80260651203,-18.74889801918105
060880904,1250.210627259529,1902.91233041095,52.207339221083735
060880905,2215.200262956523,3065.62568487273,38.39045327582185
060881802,2718.4026600914126,2175.50286606569,-19.97127953102674
060881803,2284.6923031090246,2227.27441546388,-2.513156260342364
060882601,1736.9643915702395,1533.75863445584,-11.698901721911458
060882901,2060.092399815822,2026.81141638963,-1.6155092572142538
060882902,4083.3724241976256,4385.2501337842,7.392852726282806
060882903,3294.3769155219743,2449.85099692313,-25.635376286779078
060883002,2811.487358524307,2753.00655585846,-2.0800663566398647
060883301,3970.747824357248,4240.95691555447,6.804992488813122
061550102,1024.892215662799,1209.38053940338,18.00075373011516
061550103,1764.8194263489197,1749.47634562788,-0.869385303219472
061550104,3031.3849695738318,3034.84619489482,0.11417966888827014
061550105,3096.7489463853926,3164.59119005495,2.1907569791456583
061550109,2623.483368046517,2153.33935522835,-17.92060199597313
061570101,2050.246585842453,1958.95954492157,-4.452490815068133
061570102,2669.3714132155933,2804.59987795973,5.065929157502924
061570104,2421.5887370081564,2155.25138985196,-10.998454984773876
061570105,3653.269504949477,3476.22564848747,-4.8461756304085
061570107,2802.7459036304426,2825.89456452238,0.8259279181160206
070100101,2283.096107007992,2395.12663905767,4.906956466081258
070100201,3228.012527424361,3476.43315102601,7.695776317196157
070100202,1458.4974320598346,1508.07086292304,3.398938508461602
070100203,1724.821507510314,1808.23559282967,4.8360995590644995
070100204,936.4249239075016,1003.21904248,7.132885602166672
070190101,2310.205878877245,2248.18682947494,-2.6845680711558906
070190102,1946.856912963977,2021.92253706774,3.8557340092076897
070190103,3429.2256168594085,3280.51703767368,-4.336506132889573
070190104,1857.2405909464128,2305.45324962379,24.133257740666593
070190105,2259.4710003529567,2396.92034615985,6.083253371493691
081050102,2208.580357340273,2150.71297775837,-2.62011655539629
081050502,3388.605217528939,3174.2054464806,-6.327080237593597
081050702,3257.825059449611,2940.48281635253,-9.74092338618987
