code,nom_qp,insee_com,lib_com
QP972004,Quartier Haut Dillon,97209,Fort-de-France
QP972005,Frange Ouest Du Centre-Ville Aggloméré,97213,Le Lamentin
QP972006,Zone De Cité Lacroix Trou Terre Pointe Lynch,97222,Le Robert
QP972007,Tombolo City,97228,Sainte-Marie
QP973001,Anatole,97302,Cayenne
QP973002,Bonhomme,97302,Cayenne
QP973003,Pasteur Voltaire,,
QP973004,Cabassou,97302,Cayenne
QP973005,De Gaulle,97302,Cayenne
QP973006,Eau Lisette,97302,Cayenne
QP973007,Galmot,97302,Cayenne
QP973008,Village Chinois,97302,Cayenne
QP973009,Mango,97302,Cayenne
QP973010,Mirza,97302,Cayenne
QP973011,Mont Baduel,97302,Cayenne
QP973012,Centre-Ville Marché,97302,Cayenne
QP973013,Thémire,97302,Cayenne
QP973014,Eldo,97304,Kourou
QP973015,L'Anse,97304,Kourou
QP973016,Mairie-Bourg,97304,Kourou
QP973017,Soula,97305,Macouria
QP973018,Tonate,97305,Macouria
QP973019,Balata,97307,Matoury
QP973020,Cotonnière,97307,Matoury
QP973021,Cogneau Est,97307,Matoury
QP973022,Le Grand Larivot,97307,Matoury
QP973023,Sud Bourg,97307,Matoury
QP973024,Mahury-Dedrad Des Cannes,97309,Remire-Montjoly
QP973025,Résidence Arc En Ciel Alizées,,
QP973026,Lot Tarzan,,
QP973027,Balate-Charbonnière,97311,Saint-Laurent-du-Maroni
QP973028,Centre Ville,97311,Saint-Laurent-du-Maroni
QP973029,Fatima - Route De Mana,97311,Saint-Laurent-du-Maroni
QP973030,RN1-Les Sables Blancs,97311,Saint-Laurent-du-Maroni
QP973031,Saint-Jean,97311,Saint-Laurent-du-Maroni
QP973032,Saint-Maurice,97311,Saint-Laurent-du-Maroni
QP974001,Le Gol,97414,Saint-Louis
QP974002,Centre Ville,97414,Saint-Louis
QP974003,La Rivière,97414,Saint-Louis
QP974004,Roche Maigre,97414,Saint-Louis
QP974005,Bois de Nèfles Cocos,97414,Saint-Louis
QP974006,Cayenne - Butor - Les Quais,97412,Saint-Joseph
QP974007,Centre Ville - Cités,97412,Saint-Joseph
QP974008,Langevin,97412,Saint-Joseph
QP974009,Bois D'Olives,97416,Saint-Pierre
QP974010,Ravine Des Cabris,97416,Saint-Pierre
QP974011,Ravine Blanche,97416,Saint-Pierre
QP974012,Basse Terre  -  Joli Fond,97416,Saint-Pierre
QP974013,Terre Sainte,97416,Saint-Pierre
QP974014,Condé -  La Concession,97416,Saint-Pierre
QP974015,Le Verger - La Découverte,97418,Sainte-Marie
QP974016,Gaspard - La Réserve,97418,Sainte-Marie
QP974017,4ème Couronne,97407; 97408,Le Port; La Possession
QP974018,1ère et 2ème Couronne,97407,Le Port
QP974019,Coeur De Saint-Laurent,97407; 97408,Le Port; La Possession
QP974020,Cressonnière - Manguiers,97409,Saint-André
QP974021,Centre Ville,97409,Saint-André
QP974022,Petit Bazar - Chemin Du Centre - Fayard,97409,Saint-André
QP974023,Cambuston Centre,97409,Saint-André
QP974024,Sainte-Anne,97410,Saint-Benoît
QP974025,Rive Droite de Saint-Benoît,97410,Saint-Benoît
QP974026,Le Bas De La Rivière,97411,Saint-Denis
QP974027,Le Bas Maréchal Leclerc,97411,Saint-Denis
QP974028,Le Butor,97411,Saint-Denis
QP974029,Vauban,97411,Saint-Denis
QP974030,La Source - Bellepierre,97411,Saint-Denis
QP974031,Les Camélias,97411,Saint-Denis
QP974032,Sainte Clotilde - Le Chaudron,97411,Saint-Denis
QP974033,Moufia Les Bas,97411,Saint-Denis
QP974034,Primat,97411,Saint-Denis
QP974035,Moufia Les Hauts,97411,Saint-Denis
QP974036,Portail - Bois De Nèfles,97413,Saint-Leu
QP974037,Plateau Caillou Centre,97415,Saint-Paul
QP974038,Fleurimont,97415,Saint-Paul
QP974039,Eperon,97415,Saint-Paul
QP974040,Grande Fontaine,97415,Saint-Paul
QP974041,Savanna Kayamb  -  Corbeil Bout De L'Etang,97415,Saint-Paul
QP974042,Périphérie Du Centre Ville,97415,Saint-Paul
QP974043,Bel Air Centre Ville Village Desprez,97420,Sainte-Suzanne
QP974044,Bagatelle,97420,Sainte-Suzanne
QP974045,La Châtoire,97422,Le Tampon
QP974046,Les Trois Mares,97422,Le Tampon
QP974047,Les Araucarias,97422,Le Tampon
QP974048,Centre-ville,97422,Le Tampon
QP974049,Domenjod,,
QP976001,Quartier Prioritaire Du Village De Acoua,,
QP976002,Quartier Prioritaire De M'tsangadoua,,
QP976003,Quartier Prioritaire De Dzoumogné,,
QP976004,Quartier Prioritaire Du Village De Bandraboua,,
QP976005,Quartier Prioritaire De Bouyouni,,
QP976006,Quartier Prioritaire Du Village De Bandrélé,,
QP976007,Quartier Prioritaire De M'tsamoudou,,
QP976008,Quartier Prioritaire De Nyambadao,,
QP976009,Quartier Prioritaire Du Village De Bouéni,,
QP976010,Quartier Prioritaire Du Village De Chiconi,,
QP976011,Quartier Prioritaire De Poroani - Mréréni,,
QP976012,Quartier Prioritaire Du Village De Chirongui,,
QP976013,Quartier Prioritaire De Tsararano,,
QP976014,Quartier Prioritaire Du Village De Dembéni,,
QP976015,Quartier Prioritaire D'Iloni,,
QP976016,Quartier Prioritaire D'Ongoujou,,
QP976017,Quartier De La Vigie,,
QP976018,Quartier Prioritaire Du Village De Kani Kéli,,
QP976019,Quartier Prioritaire De Choungui,,
QP976020,Quartier Prioritaire De Majicavo Koropa,,
QP976021,Quartier Prioritaire Du Village De Koungou,,
QP976022,Quartier Prioritaire De Longoni,,
QP976023,Quartier Prioritaire De Kawéni,,
QP976024,Quartier Prioritaire De M'tsapéré - Cavani - M'Gombani,,
QP976025,Quartier Prioritaire Du Village De M'tsamboro,,
QP976026,Quartier Prioritaire De M'tsahara,,
QP976027,Quartier Prioritaire Du Village De M'tsangamouji,,
QP976028,Quartier Prioritaire De Chembenyoumba,,
QP976029,Quartier Prioritaire De Barakani,,
QP976030,Quartier Prioritaire De Kahani,,
QP976031,Quartier Prioritaire Du Village De Ouangani,,
QP976032,Quartier De La Vigie,,
QP976033,Quartier Prioritaire Du Village De Sada,,
QP976034,Quartier Prioritaire De Combani - Mroalé,,
QP976035,Quartier Prioritaire De Miréréni,,
QP976036,Quartier Prioritaire Du Village De Tsingoni,,
QP978001,Quartier D'Orléans - Gloire - Griselle,97801,Saint-Martin
QP978002,Sandy Ground,97801,Saint-Martin
QP987001,Arahiri,98712,Arue
QP987002,Erima,98712,Arue
QP987003,Fosmost,98712,Arue
QP987004,Pk5,98712,Arue
QP987005,Tearapae,98712,Arue
QP987006,Tefaaroa,98712,Arue
QP987007,Outuaramea,98715,Faaa
QP987008,Teroma,98715,Faaa
QP987009,Lilliane Bordes,98715,Faaa
QP987010,Outuaraia,98715,Faaa
QP987011,Tavararo,98715,Faaa
QP987012,Teriitehau,98715,Faaa
QP987013,Outuaraea,98715,Faaa
QP987014,Vaitupa,98715,Faaa
QP987015,Heiri,98715,Faaa
QP987016,St Hilaire,98715,Faaa
QP987017,Puurai,98715,Faaa
QP987018,Pamatai Haut,,
QP987019,Pamatai Centre,98715,Faaa
QP987020,Pamatai Bas,98715,Faaa
QP987021,Oremu,98715,Faaa
QP987022,Valle d'Orofara,98725,Mahina
QP987023,Tuiho-Haoa,98725,Mahina
QP987024,Valee d'Ahonu,98725,Mahina
QP987025,Valee de Tuauru,98725,Mahina
QP987026,Haapape,98725,Mahina
QP987027,Taharaa,98725,Mahina
QP987028,Atima Nui,98725,Mahina
QP987029,Hitimahana,98725,Mahina
QP987030,Fareroi,98725,Mahina
QP987031,Titine,98725,Mahina
QP987032,Matavai,98725,Mahina
QP987033,Atiha,98729,Moorea-Maiao
QP987034,Papetoai,98729,Moorea-Maiao
QP987035,Maharepa,98729,Moorea-Maiao
QP987036,Paopao,98729,Moorea-Maiao
QP987037,Afareaitu,98729,Moorea-Maiao
QP987038,Teavaro,98729,Moorea-Maiao
QP987039,Haapiti,98729,Moorea-Maiao
QP987040,Vaihere,98729,Moorea-Maiao
QP987041,Urufara,98729,Moorea-Maiao
QP987042,Maraa,98733,Paea
QP987043,Vaitupa Robson,98733,Paea
QP987044,Vaiterupe,98733,Paea
QP987045,Orofero,98733,Paea
QP987046,Tiapa,98733,Paea
QP987047,Vaiatu,98733,Paea
QP987048,Tiamao,98734,Papara
QP987049,Afarerii,98734,Papara
QP987050,Tarirea,98734,Papara
QP987051,Taharuu,98734,Papara
QP987052,Carriere,98734,Papara
QP987053,Estall,98735,Papeete
QP987054,Manuhoe,98735,Papeete
QP987055,Mamao,98735,Papeete
QP987056,Vaitavatava,98735,Papeete
QP987057,Titioro,98735,Papeete
QP987058,Tipaerui,98735,Papeete
QP987059,Arupa-Puea-Vaininiore,98735,Papeete
QP987060,Mission,98735,Papeete
QP987061,Fautaua Val,98736,Pirae
QP987062,Hamuta,98736,Pirae
QP987063,Fautaua,98736,Pirae
QP987064,Atimaro,98736,Pirae
QP987065,Nahoata,98736,Pirae
QP987066,Taapuna,98738,Punaauia
QP987067,Punavai,98738,Punaauia
QP987068,Puna,98738,Punaauia
QP987069,Outumaoro Hauts,98738,Punaauia
QP987070,Nina Peata Fuller,98738,Punaauia
QP987071,Motio,,
QP987072,Maeva Beach,98738,Punaauia
QP987073,Vaitavere,98738,Punaauia
QP987074,Atehi,,
QP987075,Bel Air,98738,Punaauia
QP987076,Atiue,98738,Punaauia
QP02A002,Salines,2A004,Ajaccio
QP02A003,Les Jardins De l'Empereur,,
QP02A001,Pifano,2A247,Porto-Vecchio
QP02B001,Quartier Sud,2B033,Bastia
QP02B002,Centre Ancien,2B033,Bastia
