code_qpv,iris_controle,distance_pauvrete,niveau
QP062021,624980203,3.1690424370292547,unite_urbaine
QP062021,625100101,3.441007184333678,unite_urbaine
QP062022,591780114,0.13657470722381504,unite_urbaine
QP062022,624980203,1.0976242296374181,unite_urbaine
QP062022,624270104,2.045526972989066,unite_urbaine
QP062022,625700104,2.1532615724163833,unite_urbaine
QP062022,624130106,2.9075160403299734,unite_urbaine
QP062023,624130106,1.6258172930033723,commune
QP062023,624130107,8.256027640330352,commune
QP062023,624130105,17.66372534511073,commune
QP062023,624130104,19.721513414891454,commune
QP062023,624130101,21.680428556612913,commune
QP062024,624980203,3.0690424370292533,commune
QP062024,624980101,6.44917990786486,commune
QP062024,624980204,7.034696739618603,commune
QP062024,624980302,9.292454979792751,commune
QP062024,624980202,10.427230645897126,commune
QP062025,624980204,0.03469673961860309,commune
QP062025,624980101,0.5508200921351403,commune
QP062025,624980203,10.069042437029253,commune
QP062025,624980302,16.29245497979275,commune
QP062025,624980202,17.427230645897126,commune
QP062026,624980203,4.50237577036259,commune
QP062026,624980101,5.015846574531523,commune
QP062026,624980204,5.601363406285266,commune
QP062026,624980302,10.725788313126088,commune
QP062026,624980202,11.860563979230463,commune
QP062027,624980204,0.39863659371473403,unite_urbaine
QP062027,624980101,0.9841534254684774,unite_urbaine
QP062027,620650106,1.7548616873417373,unite_urbaine
QP062027,625100101,3.8923261489996577,unite_urbaine
QP062027,625100502,4.810807496588453,unite_urbaine
QP062028,625100202,0.7095813203395451,commune
QP062028,625100502,2.2558591700782102,commune
QP062028,625100101,3.174340517667005,commune
QP062028,625100601,8.469254765300782,commune
QP062028,625100401,8.477103057289185,commune
QP062029,624980203,0.6976242296374124,commune
QP062029,624980302,5.525788313126085,commune
QP062029,624980202,6.66056397923046,commune
QP062029,624980103,10.151612334405804,commune
QP062029,624980101,10.215846574531525,commune
QP062030,625100101,2.925659482332989,commune
QP062030,625100502,3.844140829921784,commune
QP062030,625100202,5.390418679660449,commune
QP062030,625100601,14.569254765300776,commune
QP062030,625100401,14.577103057289179,commune
QP062031,624130106,0.8924839596700309,unite_urbaine
QP062031,625100202,1.4429146536728865,unite_urbaine
QP062031,624980203,2.702375770362586,unite_urbaine
QP062031,625100502,2.9891925034115516,unite_urbaine
QP062031,591780114,3.6634252927761892,unite_urbaine
QP062032,621780104,7.017245327418564,unite_urbaine
QP062032,620480102,11.274277810356764,unite_urbaine
QP062032,621780105,11.313954804360556,unite_urbaine
QP062032,620480101,12.816220066811542,unite_urbaine
QP062032,621190105,13.659948213821142,unite_urbaine
QP062033,620650106,6.045138312658267,commune
QP062033,620650105,7.330816128929989,commune
QP062033,620650107,16.972457334404368,commune
QP062033,620650101,18.781473331905133,commune
QP062033,620650103,22.560365020485122,commune
QP062034,625700104,10.719928239083053,commune
QP062034,625700105,17.254912212296958,commune
QP062034,625700101,24.323114355231098,commune
QP062034,625700103,30.128553195388626,commune
QP062034,625700102,33.652430422034016,commune
QP062035,621780104,0.8172453274185614,unite_urbaine
QP062035,620480102,5.074277810356762,unite_urbaine
QP062035,621780105,5.113954804360553,unite_urbaine
QP062035,620480101,6.61622006681154,unite_urbaine
QP062035,621190105,7.459948213821139,unite_urbaine
QP062036,627650201,23.604871389685144,unite_urbaine
QP062036,627650302,25.2743354463598,unite_urbaine
QP062036,627650301,25.70738686934458,unite_urbaine
QP062036,627650401,26.6811574531853,unite_urbaine
QP062036,627650101,38.203161101329925,unite_urbaine
QP062037,627650201,4.5048713896851496,commune
QP062037,627650302,6.174335446359805,commune
QP062037,627650301,6.607386869344587,commune
QP062037,627650401,7.581157453185305,commune
QP062037,627650101,19.103161101329928,commune
QP062038,624980203,0.06429089630407958,unite_urbaine
QP062038,591780114,0.8967586261095235,unite_urbaine
QP062038,624130106,1.8741827069966348,unite_urbaine
QP062038,624270104,3.0788603063224045,unite_urbaine
QP062038,625700104,3.186594905749722,unite_urbaine
QP062039,622500104,18.150001864811518,commune
QP062039,622500102,23.407012322329145,commune
QP062039,622500101,30.157277149546747,commune
QP062039,622500105,31.179647040138043,commune
QP062039,622500103,34.1569047734614,commune
QP062040,591780114,0.40324137389047365,unite_urbaine
QP062040,624980203,1.3642908963040767,unite_urbaine
QP062040,624270104,1.7788603063224073,unite_urbaine
QP062040,625700104,1.8865949057497247,unite_urbaine
QP062040,624270105,2.7366647587174597,unite_urbaine
QP062041,624270104,3.545526972989066,commune
QP062041,624270105,4.503331425384118,commune
QP062041,624270109,12.485638431766343,commune
QP062041,624270107,13.00891302550037,commune
QP062041,624270103,13.459325499439394,commune
QP062042,624270104,13.378860306322402,commune
QP062042,624270105,14.336664758717454,commune
QP062042,624270109,22.31897176509968,commune
QP062042,624270107,22.842246358833705,commune
QP062042,624270103,23.29265883277273,commune
QP062043,622500104,16.450001864811522,commune
QP062043,622500102,21.70701232232915,commune
QP062043,622500101,28.45727714954675,commune
QP062043,622500105,29.479647040138047,commune
QP062043,622500103,32.4569047734614,commune
QP062044,624270104,11.145526972989074,commune
QP062044,624270105,12.103331425384127,commune
QP062044,624270109,20.085638431766352,commune
QP062044,624270107,20.608913025500378,commune
QP062044,624270103,21.059325499439403,commune
QP062045,625700104,4.919928239083056,commune
QP062045,625700105,11.45491221229696,commune
QP062045,625700101,18.5231143552311,commune
QP062045,625700103,24.32855319538863,commune
QP062045,625700102,27.85243042203402,commune
QP062046,624130106,0.2741827069966334,unite_urbaine
QP062046,624980203,1.5357091036959218,unite_urbaine
QP062046,591780114,2.496758626109525,unite_urbaine
QP062046,625100202,2.609581320339551,unite_urbaine
QP062046,625100502,4.155859170078216,unite_urbaine
QP062047,625100202,0.6570853463271149,unite_urbaine
QP062047,625100502,0.8891925034115502,unite_urbaine
QP062047,625100101,1.8076738510003452,unite_urbaine
QP062047,624130106,2.9924839596700323,unite_urbaine
QP062047,620650106,3.9451383126582655,unite_urbaine
QP062048,625100202,0.976247987006218,unite_urbaine
QP062048,624130106,1.3591506263366995,unite_urbaine
QP062048,625100502,2.522525836744883,unite_urbaine
QP062048,624980203,3.1690424370292547,unite_urbaine
QP062048,625100101,3.441007184333678,unite_urbaine
QP062049,621600101,0.011092039421292554,commune
QP062049,621600303,1.5828648817893267,commune
QP062049,621600502,3.405871982805955,commune
QP062049,621600301,8.528144899437535,commune
QP062049,621600501,10.541361494815728,commune
QP062050,621600101,2.2889079605787046,commune
QP062050,621600303,3.882864881789324,commune
QP062050,621600502,5.705871982805952,commune
QP062050,621600301,6.228144899437538,commune
QP062050,621600501,12.841361494815725,commune
QP062051,621600301,1.638521767229129,commune
QP062051,621600101,10.155574627245372,commune
QP062051,621600303,11.749531548455991,commune
QP062051,621600502,13.57253864947262,commune
QP062051,621600302,16.0787156175318,commune
QP062052,621600502,0.7274613505273777,commune
QP062052,621600303,2.550468451544006,commune
QP062052,621600101,4.144425372754625,commune
