code,revenu_median,taux_pauvrete,part_monoparental,part_locataires,annee,gini,s80s20
QP001001,13748.0,34.9,14.1,86.1,2012,,
QP001002,12497.0,44.5,14.0,,2012,,
QP001003,14922.0,28.4,15.8,81.7,2012,,
QP001004,13395.0,38.4,22.0,,2012,,
QP001005,13118.0,39.0,17.8,94.4,2012,,
QP001006,12945.0,40.3,16.1,95.0,2012,,
QP001007,12701.0,40.5,,,2012,,
QP001008,11752.0,51.3,,95.0,2012,,
QP001009,12792.0,40.9,,92.6,2012,,
QP002001,12321.0,46.9,18.8,84.2,2012,,
QP002002,13663.0,38.4,15.7,73.2,2012,,
QP002003,12609.0,44.9,22.8,95.0,2012,,
QP002004,11428.0,53.7,18.9,84.5,2012,,
QP002005,11978.0,49.6,21.2,74.3,2012,,
QP002006,13567.0,39.2,,65.9,2012,,
QP002007,12242.0,46.8,23.9,84.8,2012,,
QP002008,11531.0,52.2,20.2,81.4,2012,,
QP002009,10944.0,58.0,24.7,94.4,2012,,
QP002010,12262.0,47.2,19.1,92.5,2012,,
QP002011,10932.0,59.4,21.7,90.0,2012,,
QP002012,12818.0,42.9,17.6,95.0,2012,,
QP002013,11556.0,53.0,20.6,,2012,,
QP002014,9776.0,67.7,21.8,,2012,,
QP002015,13188.0,40.7,16.9,95.0,2012,,
QP002016,12657.0,43.3,27.9,95.0,2012,,
QP002017,12259.0,46.9,23.3,94.9,2012,,
QP003001,13607.0,37.9,15.4,76.7,2012,,
QP003002,12828.0,42.6,20.5,94.3,2012,,
QP003003,13339.0,39.5,18.2,87.1,2012,,
QP003004,13223.0,41.9,15.0,73.8,2012,,
QP003005,12355.0,46.3,18.2,,2012,,
QP003006,11024.0,56.5,26.7,,2012,,
QP004001,13205.0,40.5,14.8,78.7,2012,,
QP004002,13826.0,34.8,14.9,69.2,2012,,
QP004003,12689.0,43.7,12.7,67.6,2012,,
QP005001,14583.0,31.6,16.5,67.7,2012,,
QP006001,13389.0,35.5,24.8,,2012,,
QP006002,13059.0,40.2,14.6,72.8,2012,,
QP006003,14083.0,32.4,19.4,83.1,2012,,
QP006004,14043.0,30.3,18.0,85.2,2012,,
QP006005,13448.0,38.4,17.2,75.8,2012,,
QP006006,13389.0,34.7,21.9,,2012,,
QP006007,13935.0,37.5,18.6,52.3,2012,,
QP006008,14196.0,30.8,21.6,94.6,2012,,
QP006009,8281.0,87.0,,,2012,,
QP006010,12395.0,44.7,21.0,,2012,,
QP006011,11334.0,52.0,,78.9,2012,,
QP006012,13903.0,36.7,13.0,64.2,2012,,
QP006013,13054.0,40.7,19.7,79.6,2012,,
QP006014,12638.0,44.2,15.2,67.4,2012,,
QP006015,14814.0,33.6,14.7,72.9,2012,,
QP006016,12730.0,44.1,15.6,70.1,2012,,
QP007001,12401.0,46.7,13.7,78.5,2012,,
QP007002,13924.0,34.6,13.9,71.0,2012,,
QP007003,12360.0,45.2,16.3,78.2,2012,,
QP007004,13055.0,39.9,14.7,88.2,2012,,
QP007005,12734.0,44.1,16.6,88.3,2012,,
QP008001,11562.0,52.8,17.2,95.0,2012,,
QP008002,11057.0,57.2,19.9,91.4,2012,,
QP008003,12077.0,47.6,17.6,95.0,2012,,
QP008004,13346.0,40.5,16.2,86.9,2012,,
QP008005,11947.0,49.0,,88.3,2012,,
QP008006,13108.0,40.5,15.8,77.7,2012,,
QP008007,12016.0,48.2,19.5,93.3,2012,,
QP008008,12819.0,44.5,17.0,80.8,2012,,
QP009001,13588.0,38.2,13.6,75.0,2012,,
QP009002,13626.0,37.3,,79.4,2012,,
QP009003,13175.0,39.6,16.1,77.5,2012,,
QP010001,12644.0,43.8,23.4,80.0,2012,,
QP010002,13501.0,35.8,20.0,93.3,2012,,
QP010003,12010.0,49.0,19.3,93.3,2012,,
QP010004,12544.0,43.6,26.2,93.5,2012,,
QP010005,12682.0,44.9,25.4,85.8,2012,,
QP010006,11736.0,51.5,19.7,95.0,2012,,
QP010007,10580.0,63.1,21.5,,2012,,
QP010008,11325.0,56.3,19.9,,2012,,
QP010009,11780.0,51.2,,95.0,2012,,
QP010010,11430.0,53.5,16.7,95.0,2012,,
QP011001,12942.0,41.1,15.2,73.0,2012,,
QP011002,10762.0,58.3,21.3,82.7,2012,,
QP011003,9925.0,63.8,18.9,88.6,2012,,
QP011004,13399.0,38.5,14.7,79.5,2012,,
QP011005,12121.0,47.8,21.9,74.7,2012,,
QP011006,12225.0,47.5,31.3,85.5,2012,,
QP011007,12109.0,48.1,20.8,83.0,2012,,
QP011008,13042.0,40.9,17.2,78.6,2012,,
QP011009,12403.0,44.7,21.9,90.6,2012,,
QP011010,12996.0,42.6,13.5,58.2,2012,,
QP012001,13179.0,38.4,14.8,95.0,2012,,
QP012002,12281.0,46.4,14.9,75.1,2012,,
QP013001,10839.0,61.7,,89.7,2012,,
QP013002,14649.0,31.4,,95.0,2012,,
QP013003,14014.0,34.1,22.5,84.6,2012,,
QP013004,14912.0,21.7,24.7,95.0,2012,,
QP013005,11777.0,50.4,20.7,92.8,2012,,
QP013006,12950.0,39.4,,83.8,2012,,
QP013007,11443.0,54.0,23.6,94.9,2012,,
QP013008,12566.0,44.1,26.9,88.3,2012,,
QP013009,13444.0,41.5,13.3,86.1,2012,,
QP013010,11989.0,49.3,18.3,93.5,2012,,
QP013011,12144.0,47.3,19.4,93.7,2012,,
QP013012,12104.0,48.1,19.8,92.1,2012,,
QP013013,11645.0,52.0,13.7,65.5,2012,,
QP013014,13876.0,33.7,20.6,95.0,2012,,
QP013015,12249.0,45.6,21.2,,2012,,
QP013016,13241.0,37.5,18.2,95.0,2012,,
QP013017,12460.0,45.2,20.4,94.2,2012,,
QP013018,12777.0,41.3,24.3,95.0,2012,,
QP013019,13906.0,34.6,26.5,93.7,2012,,
QP013020,13878.0,32.4,23.4,,2012,,
QP013021,12571.0,43.4,25.8,,2012,,
QP013022,12972.0,41.7,25.8,,2012,,
QP013023,14114.0,30.8,24.5,,2012,,
QP013024,12805.0,40.9,19.7,83.1,2012,,
QP013025,14043.0,33.7,17.1,89.8,2012,,
QP013026,12418.0,47.1,,70.5,2012,,
QP013027,13015.0,43.4,,60.7,2012,,
QP013028,13701.0,35.7,,81.0,2012,,
QP013029,11719.0,51.5,22.1,95.0,2012,,
QP013030,13225.0,38.9,20.3,80.4,2012,,
QP013031,13353.0,40.8,16.1,73.9,2012,,
QP013032,11733.0,50.9,16.2,75.9,2012,,
QP013033,13019.0,39.7,21.0,70.1,2012,,
QP013034,12694.0,43.0,21.9,75.4,2012,,
QP013035,12967.0,44.4,21.5,48.3,2012,,
QP013036,11858.0,50.1,25.3,72.0,2012,,
QP013037,13203.0,39.4,24.7,,2012,,
QP013038,12381.0,46.1,21.5,72.9,2012,,
QP013039,12417.0,44.8,22.5,,2012,,
QP013040,11774.0,50.7,27.5,,2012,,
QP013041,13856.0,35.3,27.4,,2012,,
QP013042,10936.0,58.2,23.6,89.0,2012,,
QP013043,12922.0,40.0,26.1,88.7,2012,,
QP013044,11546.0,52.4,25.5,95.0,2012,,
QP013045,12051.0,48.6,27.6,94.0,2012,,
QP013046,11636.0,52.4,28.9,,2012,,
QP013047,13324.0,40.1,20.4,95.0,2012,,
QP013048,12724.0,43.2,16.8,55.1,2012,,
QP013049,11279.0,54.8,23.1,88.3,2012,,
QP013050,12109.0,48.6,24.1,,2012,,
QP013051,11536.0,53.2,21.6,93.3,2012,,
QP013052,12142.0,48.4,21.7,88.7,2012,,
QP013053,12283.0,46.9,20.2,73.0,2012,,
QP013054,10610.0,60.7,29.3,,2012,,
QP013055,10540.0,61.1,25.7,84.0,2012,,
QP013056,10740.0,61.7,25.6,,2012,,
QP013057,12030.0,49.5,18.8,46.1,2012,,
QP013058,11710.0,51.0,16.8,76.7,2012,,
QP013059,13225.0,41.6,14.4,54.1,2012,,
QP013060,14324.0,36.3,17.5,64.4,2012,,
QP013061,13524.0,36.8,25.5,93.6,2012,,
QP013062,13878.0,30.3,20.6,,2012,,
QP013063,12704.0,42.9,14.2,86.8,2012,,
QP013064,14062.0,33.8,25.7,,2012,,
QP013065,13378.0,36.3,27.0,,2012,,
QP014001,12791.0,42.3,24.7,95.0,2012,,
QP014002,12437.0,46.0,21.4,94.7,2012,,
QP014003,11635.0,51.8,20.2,,2012,,
QP014004,12232.0,46.8,21.1,95.0,2012,,
QP014005,13614.0,37.3,18.2,89.0,2012,,
QP014006,13848.0,32.7,18.2,93.8,2012,,
QP014007,13476.0,37.3,21.0,84.0,2012,,
QP014008,12281.0,45.7,26.1,95.0,2012,,
QP014009,12252.0,46.5,24.4,95.0,2012,,
QP015001,13147.0,39.7,15.8,75.0,2012,,
QP016001,11250.0,54.3,19.6,85.2,2012,,
QP016002,12545.0,45.2,20.7,95.0,2012,,
QP016003,12497.0,45.1,19.7,90.9,2012,,
QP016004,12940.0,37.6,24.0,93.4,2012,,
QP016005,11659.0,52.3,19.5,,2012,,
QP016006,11682.0,51.4,23.2,88.9,2012,,
QP017001,13213.0,37.2,24.3,94.2,2012,,
QP017002,12719.0,42.5,25.6,95.0,2012,,
QP017003,11262.0,53.7,25.1,95.0,2012,,
QP017004,13544.0,36.8,15.1,84.4,2012,,
QP017005,12240.0,46.2,27.6,86.9,2012,,
QP017006,12912.0,39.2,15.6,69.2,2012,,
QP017007,13387.0,35.8,20.4,,2012,,
QP018001,12314.0,46.2,18.4,89.3,2012,,
QP018002,12553.0,43.9,29.0,95.0,2012,,
QP018003,12841.0,42.6,17.6,91.4,2012,,
QP018004,12370.0,45.5,16.0,84.0,2012,,
QP019001,13088.0,39.7,21.0,93.7,2012,,
QP019002,12647.0,42.6,14.7,79.6,2012,,
QP019003,13226.0,37.9,14.7,92.3,2012,,
QP021001,13079.0,38.1,23.9,95.0,2012,,
QP021002,13318.0,37.5,16.1,81.0,2012,,
QP021003,13562.0,37.2,18.4,76.5,2012,,
QP021004,12244.0,46.7,14.5,95.0,2012,,
QP021005,12800.0,42.4,16.7,,2012,,
QP021006,13593.0,33.7,19.2,94.4,2012,,
QP022001,12570.0,42.1,25.1,,2012,,
QP022002,13344.0,38.9,17.7,91.2,2012,,
QP022003,12197.0,47.4,27.4,95.0,2012,,
QP022004,12834.0,41.2,22.9,91.4,2012,,
QP022005,12391.0,45.9,19.6,84.6,2012,,
QP022006,13340.0,39.4,15.5,85.4,2012,,
QP022007,12256.0,45.5,27.7,95.0,2012,,
QP023001,12869.0,41.6,20.2,92.0,2012,,
QP024001,13197.0,36.8,18.8,74.2,2012,,
QP024002,13471.0,36.7,15.8,84.2,2012,,
QP024003,13651.0,37.0,,75.7,2012,,
QP024004,12021.0,49.5,19.3,92.9,2012,,
QP024005,12646.0,43.7,20.4,79.2,2012,,
QP025001,14454.0,30.6,,81.1,2012,,
QP025002,10282.0,65.4,17.1,93.9,2012,,
QP025003,12511.0,44.6,16.4,,2012,,
QP025004,12352.0,45.3,19.1,89.7,2012,,
QP025005,13153.0,37.5,19.2,,2012,,
QP025006,12049.0,49.0,19.0,91.0,2012,,
QP025007,12417.0,45.0,15.8,85.2,2012,,
QP025008,12853.0,40.9,11.6,83.3,2012,,
QP025009,12157.0,46.7,,91.5,2012,,
QP025010,12657.0,42.8,15.9,95.0,2012,,
QP025011,12767.0,41.8,15.0,73.2,2012,,
QP025012,13820.0,34.6,16.8,95.0,2012,,
QP025013,12444.0,45.0,,73.1,2012,,
QP026001,13559.0,37.7,18.0,76.7,2012,,
QP026002,11387.0,54.4,16.3,89.8,2012,,
QP026003,13397.0,36.0,20.5,73.7,2012,,
QP026004,13561.0,38.7,13.2,81.5,2012,,
QP026005,11129.0,57.0,13.8,95.0,2012,,
QP026006,11771.0,51.3,20.2,90.2,2012,,
QP026007,11952.0,49.2,16.1,80.6,2012,,
QP026008,13286.0,40.4,19.1,91.8,2012,,
QP026009,13787.0,29.4,23.5,87.4,2012,,
QP026010,12719.0,43.2,16.5,81.7,2012,,
QP026011,13530.0,36.6,13.5,71.9,2012,,
QP026012,11963.0,47.9,,83.9,2012,,
QP027001,12450.0,45.5,19.2,95.0,2012,,
QP027002,11578.0,51.5,,,2012,,
QP027003,11278.0,55.8,23.3,94.8,2012,,
QP027004,11247.0,54.9,26.1,95.0,2012,,
QP027005,12824.0,41.5,25.3,95.0,2012,,
QP027006,12056.0,48.6,21.4,91.7,2012,,
QP027007,11791.0,50.3,25.0,95.0,2012,,
QP027008,12692.0,43.8,22.5,91.3,2012,,
QP027009,13601.0,37.2,23.8,87.2,2012,,
QP027010,12952.0,38.3,26.5,,2012,,
QP027011,13103.0,38.3,24.3,93.6,2012,,
QP028001,14005.0,31.8,,83.0,2012,,
QP028002,12360.0,45.5,19.0,,2012,,
QP028003,12248.0,47.2,24.0,95.0,2012,,
QP028004,13153.0,38.7,22.7,,2012,,
QP028005,11898.0,49.8,22.0,,2012,,
QP028006,11901.0,49.5,20.6,95.0,2012,,
QP028007,12570.0,43.0,,80.7,2012,,
QP028008,11464.0,54.2,17.4,93.4,2012,,
QP028009,12203.0,47.6,14.5,89.1,2012,,
QP028010,12357.0,45.5,17.8,95.0,2012,,
QP029001,12297.0,44.8,25.6,,2012,,
QP029002,13346.0,38.4,18.3,70.5,2012,,
QP029003,12531.0,44.3,22.0,,2012,,
QP029004,14080.0,33.6,19.6,79.8,2012,,
QP029005,12787.0,40.5,19.3,,2012,,
QP029006,12667.0,45.1,22.1,81.2,2012,,
QP029007,12437.0,45.5,17.1,94.2,2012,,
QP029008,12878.0,41.4,16.0,91.7,2012,,
QP029009,12232.0,46.4,18.4,95.0,2012,,
QP02A001,12164.0,45.1,,,2012,,
QP02A002,14102.0,32.0,24.0,92.0,2012,,
QP02B001,13474.0,36.2,20.9,95.0,2012,,
QP02B002,13453.0,40.7,13.0,58.8,2012,,
QP030001,12313.0,45.9,17.7,85.2,2012,,
QP030002,12577.0,42.6,17.1,74.9,2012,,
QP030003,10153.0,66.5,18.0,84.5,2012,,
QP030004,12559.0,44.0,16.0,81.4,2012,,
QP030005,10787.0,59.2,16.9,89.8,2012,,
QP030006,11252.0,52.9,15.9,90.6,2012,,
QP030007,13732.0,35.6,22.0,80.9,2012,,
QP030008,12180.0,47.0,19.4,67.1,2012,,
QP030009,11309.0,54.2,11.9,73.4,2012,,
QP030010,11542.0,52.9,15.6,93.1,2012,,
QP030011,12570.0,45.0,16.1,65.9,2012,,
QP030012,12318.0,46.0,14.4,89.6,2012,,
QP030013,12250.0,46.7,14.7,70.0,2012,,
QP030014,12721.0,43.0,16.5,70.5,2012,,
QP030015,11896.0,49.8,19.4,92.7,2012,,
QP030016,12425.0,44.4,14.4,74.4,2012,,
QP030017,11059.0,58.3,,65.2,2012,,
QP030018,13431.0,36.8,,72.1,2012,,
QP031001,13755.0,34.9,22.2,89.2,2012,,
QP031002,14653.0,31.9,20.0,81.9,2012,,
QP031003,14152.0,35.8,14.4,79.1,2012,,
QP031004,13153.0,39.6,24.5,90.9,2012,,
QP031005,14736.0,31.6,20.6,79.2,2012,,
QP031006,12841.0,40.2,14.8,87.2,2012,,
QP031007,12198.0,46.9,15.9,81.3,2012,,
QP031008,14659.0,32.7,14.6,72.2,2012,,
QP031009,12705.0,40.2,24.0,,2012,,
QP031010,12674.0,42.0,15.6,94.2,2012,,
QP031011,13258.0,39.0,17.1,83.6,2012,,
QP031012,13302.0,40.9,15.5,94.9,2012,,
QP031013,14953.0,27.9,24.9,95.0,2012,,
QP031014,13734.0,35.0,19.9,87.9,2012,,
QP031015,13174.0,40.4,,93.7,2012,,
QP031016,13446.0,36.0,25.2,90.6,2012,,
QP031017,13611.0,34.1,20.1,86.6,2012,,
QP031018,13622.0,34.6,,90.9,2012,,
QP031019,14348.0,33.7,20.8,77.6,2012,,
QP032001,11627.0,51.9,23.0,95.0,2012,,
QP033001,14010.0,32.1,32.3,,2012,,
QP033002,14287.0,28.5,23.3,95.0,2012,,
QP033003,13527.0,39.1,21.6,84.3,2012,,
QP033004,13272.0,40.2,13.0,69.7,2012,,
QP033005,14065.0,32.6,18.2,,2012,,
QP033006,14093.0,32.2,20.8,91.5,2012,,
QP033007,11993.0,49.1,21.0,,2012,,
QP033008,14526.0,34.2,8.8,84.3,2012,,
QP033009,12442.0,44.3,19.7,95.0,2012,,
QP033010,14239.0,30.8,16.0,83.2,2012,,
QP033011,13963.0,35.1,18.7,73.1,2012,,
QP033012,13193.0,39.2,19.7,89.3,2012,,
QP033013,13641.0,33.0,24.9,95.0,2012,,
QP033014,14098.0,32.3,18.4,95.0,2012,,
QP033015,13992.0,29.3,26.5,,2012,,
QP033016,13636.0,36.8,20.3,93.1,2012,,
QP033017,13038.0,39.2,19.8,92.4,2012,,
QP033018,14495.0,31.5,17.6,77.7,2012,,
QP033019,13658.0,33.1,,82.8,2012,,
QP033020,13638.0,33.1,25.1,95.0,2012,,
QP033021,13784.0,34.1,19.4,91.6,2012,,
QP033022,13683.0,34.9,20.0,89.6,2012,,
QP034001,11292.0,53.6,15.4,76.3,2012,,
QP034002,11842.0,50.6,19.4,94.1,2012,,
QP034003,10673.0,61.6,18.1,92.6,2012,,
QP034004,13652.0,35.3,15.0,71.7,2012,,
QP034005,11143.0,57.4,17.4,84.3,2012,,
QP034006,10880.0,58.1,12.3,83.0,2012,,
QP034007,12410.0,44.2,24.0,95.0,2012,,
QP034008,12423.0,45.8,12.0,67.8,2012,,
QP034009,12061.0,49.8,27.9,86.1,2012,,
QP034010,13071.0,43.4,12.4,70.2,2012,,
QP034011,13575.0,34.3,26.2,,2012,,
QP034012,13520.0,37.1,20.6,77.5,2012,,
QP034013,12916.0,40.0,23.2,,2012,,
QP034014,12647.0,40.9,18.8,86.6,2012,,
QP034015,13430.0,41.0,,94.7,2012,,
QP034016,12309.0,44.8,25.8,92.0,2012,,
QP034017,10800.0,60.4,21.8,,2012,,
QP034018,13137.0,39.6,16.1,64.3,2012,,
QP034019,12651.0,44.2,17.5,66.4,2012,,
QP034020,13792.0,37.5,15.8,64.7,2012,,
QP034021,12384.0,45.7,16.3,75.8,2012,,
QP034022,12634.0,44.5,16.4,69.1,2012,,
QP035001,13051.0,38.4,20.1,88.3,2012,,
QP035002,13508.0,37.9,15.6,84.1,2012,,
QP035003,13261.0,39.6,16.8,82.0,2012,,
QP035004,12355.0,46.2,18.1,95.0,2012,,
QP035005,12864.0,42.7,15.8,78.3,2012,,
QP035006,12841.0,40.3,18.9,95.0,2012,,
QP035007,12640.0,42.2,19.4,86.2,2012,,
QP036001,12385.0,45.6,18.4,,2012,,
QP036002,11845.0,50.3,22.4,94.5,2012,,
QP036003,13620.0,36.6,19.1,80.8,2012,,
QP036004,12527.0,43.9,21.8,87.1,2012,,
QP037001,13585.0,35.2,18.8,89.2,2012,,
QP037002,12229.0,46.1,19.2,85.5,2012,,
QP037003,13626.0,34.6,16.0,80.7,2012,,
QP037004,13823.0,34.2,15.1,73.4,2012,,
QP037005,12153.0,46.5,16.6,,2012,,
QP037006,12352.0,47.0,16.2,,2012,,
QP037007,13957.0,36.5,20.3,,2012,,
QP037008,13369.0,37.4,20.7,,2012,,
QP037009,11637.0,52.3,19.2,95.0,2012,,
QP037010,13775.0,35.6,24.9,,2012,,
QP037011,12551.0,43.0,16.3,,2012,,
QP037012,13507.0,33.4,22.4,,2012,,
QP038001,13897.0,31.5,16.4,95.0,2012,,
QP038002,12864.0,42.4,18.3,78.2,2012,,
QP038003,12682.0,43.2,16.8,85.4,2012,,
QP038004,13320.0,37.5,23.6,,2012,,
QP038005,14333.0,28.8,13.0,84.5,2012,,
QP038006,12881.0,44.0,15.0,95.0,2012,,
QP038007,13308.0,39.5,16.6,75.0,2012,,
QP038008,12527.0,44.5,18.4,94.3,2012,,
QP038009,12729.0,44.6,14.4,83.7,2012,,
QP038010,14120.0,30.6,19.0,83.3,2012,,
QP038011,13808.0,33.5,15.2,82.5,2012,,
QP038012,13175.0,38.8,23.9,,2012,,
QP038013,12579.0,43.2,15.6,95.0,2012,,
QP038014,13812.0,34.0,26.0,95.0,2012,,
QP038015,13031.0,39.8,18.5,,2012,,
QP038016,13248.0,36.8,17.2,89.5,2012,,
QP038017,13071.0,39.2,15.5,81.0,2012,,
QP038018,12587.0,44.0,,76.1,2012,,
QP038019,13315.0,41.5,11.3,70.8,2012,,
QP038020,13591.0,32.1,,90.1,2012,,
QP038021,14068.0,34.2,15.9,89.9,2012,,
QP038022,12869.0,39.4,,,2012,,
QP038023,13037.0,38.3,14.8,,2012,,
QP038024,11961.0,48.6,13.6,85.4,2012,,
QP038025,13532.0,38.9,14.8,91.7,2012,,
QP038026,13523.0,36.8,16.0,78.7,2012,,
QP039001,11285.0,55.1,17.2,91.0,2012,,
QP039002,12958.0,41.8,19.3,89.3,2012,,
QP039003,12365.0,46.0,,93.4,2012,,
QP039004,13281.0,39.6,,88.7,2012,,
QP040001,13868.0,34.2,13.4,80.0,2012,,
QP040002,13368.0,37.0,23.6,86.4,2012,,
QP040003,13902.0,35.5,18.9,75.7,2012,,
QP040004,12556.0,43.9,22.8,92.9,2012,,
QP040005,12973.0,44.5,24.4,85.1,2012,,
QP041001,11652.0,51.7,18.0,91.6,2012,,
QP041002,11629.0,51.7,16.6,95.0,2012,,
QP041003,11675.0,51.5,18.2,84.6,2012,,
QP042001,12697.0,41.8,21.1,94.1,2012,,
QP042002,13831.0,32.1,13.6,77.4,2012,,
QP042003,12022.0,48.0,,91.3,2012,,
QP042004,13538.0,38.8,,83.1,2012,,
QP042005,13645.0,37.7,17.7,85.7,2012,,
QP042006,12529.0,44.0,15.0,86.8,2012,,
QP042007,12596.0,43.9,,,2012,,
QP042008,12872.0,42.6,14.8,70.9,2012,,
QP042009,13938.0,36.9,10.5,73.2,2012,,
QP042010,12416.0,45.8,,78.6,2012,,
QP042011,13109.0,41.4,12.4,60.1,2012,,
QP042012,12643.0,43.4,12.6,72.4,2012,,
QP042013,12676.0,44.0,11.1,79.4,2012,,
QP042014,13746.0,36.0,11.3,70.9,2012,,
QP042015,11404.0,55.5,18.6,,2012,,
QP042016,13215.0,36.1,17.2,92.3,2012,,
QP042017,12942.0,40.1,15.7,95.0,2012,,
QP042018,11702.0,51.7,13.2,78.0,2012,,
QP042019,12244.0,46.3,15.6,72.9,2012,,
QP043001,12904.0,42.8,16.1,84.1,2012,,
QP043002,13127.0,38.9,,78.9,2012,,
QP044001,13259.0,38.2,21.3,84.8,2012,,
QP044002,12697.0,41.0,23.3,91.2,2012,,
QP044003,11901.0,49.7,20.2,88.9,2012,,
QP044004,12126.0,47.1,,84.7,2012,,
QP044005,13813.0,34.9,16.8,74.8,2012,,
QP044006,11764.0,50.4,19.4,95.0,2012,,
QP044007,13020.0,40.0,22.6,93.5,2012,,
QP044008,12754.0,42.3,18.8,95.0,2012,,
QP044009,12682.0,42.8,15.9,,2012,,
QP044010,13519.0,35.4,22.2,,2012,,
QP044011,12763.0,41.8,21.2,,2012,,
QP044012,13259.0,37.2,17.8,92.2,2012,,
QP044013,12794.0,41.9,19.7,,2012,,
QP044014,12394.0,45.4,18.4,94.7,2012,,
QP044015,13018.0,38.5,22.0,,2012,,
QP044016,13733.0,34.7,,88.1,2012,,
QP044017,13774.0,33.2,18.6,87.6,2012,,
QP044018,14313.0,29.9,22.1,76.2,2012,,
QP044019,11394.0,57.7,18.9,,2012,,
QP045001,13803.0,34.0,18.1,94.0,2012,,
QP045002,12085.0,48.5,,75.1,2012,,
QP045003,11413.0,54.2,17.6,89.9,2012,,
QP045004,13807.0,37.1,13.4,83.1,2012,,
QP045005,11794.0,50.6,19.5,86.6,2012,,
QP045006,13743.0,40.4,21.5,88.7,2012,,
QP045007,12820.0,42.6,25.4,87.7,2012,,
QP045008,13841.0,33.0,19.3,71.1,2012,,
QP045009,13960.0,27.3,22.8,,2012,,
QP045010,12894.0,40.9,16.4,87.7,2012,,
QP045011,12394.0,45.7,14.0,85.7,2012,,
QP045012,14190.0,34.6,24.6,84.5,2012,,
QP045013,13204.0,41.3,,83.8,2012,,
QP045014,11655.0,51.7,16.6,75.7,2012,,
QP045015,13473.0,36.2,16.9,81.5,2012,,
QP045016,10682.0,61.5,16.0,,2012,,
QP045017,12018.0,48.6,17.0,94.8,2012,,
QP045018,12718.0,42.9,21.3,95.0,2012,,
QP045019,11207.0,57.7,,90.7,2012,,
QP046001,14069.0,34.8,20.2,85.8,2012,,
QP047001,11611.0,52.9,22.2,91.0,2012,,
QP047002,10710.0,63.1,20.3,,2012,,
QP047003,14584.0,33.6,15.2,76.0,2012,,
QP047004,12959.0,41.7,,70.8,2012,,
QP047005,13421.0,36.4,12.3,76.2,2012,,
QP047006,12559.0,43.2,15.7,79.9,2012,,
QP047007,13714.0,36.4,15.5,67.8,2012,,
QP049001,13438.0,37.7,20.2,93.9,2012,,
QP049002,12945.0,41.6,18.6,90.7,2012,,
QP049003,12051.0,48.0,18.3,83.6,2012,,
QP049004,12968.0,42.5,23.7,,2012,,
QP049005,12716.0,42.6,19.8,92.8,2012,,
QP049006,13874.0,32.0,20.5,95.0,2012,,
QP049007,13054.0,40.8,20.8,95.0,2012,,
QP049008,12690.0,42.6,15.7,95.0,2012,,
QP049009,11947.0,48.1,22.0,95.0,2012,,
QP049010,11693.0,51.4,17.0,93.5,2012,,
QP049011,13618.0,37.1,18.8,82.4,2012,,
QP049012,13611.0,36.1,19.7,95.0,2012,,
QP049013,12891.0,41.5,21.7,88.2,2012,,
QP050001,13703.0,34.8,17.1,93.8,2012,,
QP050002,13854.0,37.0,17.2,87.3,2012,,
QP050003,13400.0,37.4,15.6,85.4,2012,,
QP050004,12955.0,41.4,25.3,95.0,2012,,
QP050005,12348.0,45.8,19.2,94.5,2012,,
QP050006,13806.0,35.1,21.9,,2012,,
QP050007,13939.0,35.0,17.8,89.2,2012,,
QP051001,12743.0,42.4,18.7,92.2,2012,,
QP051002,12607.0,43.7,20.6,95.0,2012,,
QP051003,10910.0,58.6,24.2,95.0,2012,,
QP051004,13210.0,39.2,20.2,93.9,2012,,
QP051005,12513.0,44.8,19.2,85.5,2012,,
QP051006,13075.0,39.5,23.0,94.1,2012,,
QP051007,13291.0,37.3,20.5,93.6,2012,,
QP051008,13144.0,40.6,17.9,90.8,2012,,
QP051009,13066.0,39.7,14.3,85.0,2012,,
QP051010,12880.0,41.0,16.8,95.0,2012,,
QP051011,11623.0,52.5,17.3,,2012,,
QP051012,12318.0,46.5,18.6,95.0,2012,,
QP052001,12213.0,47.7,20.8,,2012,,
QP052002,13336.0,39.8,17.6,95.0,2012,,
QP052003,11806.0,51.1,23.5,,2012,,
QP052004,11989.0,49.2,17.0,95.0,2012,,
QP053001,12708.0,42.0,17.0,,2012,,
QP053002,11221.0,56.0,18.9,,2012,,
QP053003,13340.0,38.8,17.5,81.0,2012,,
QP054001,14082.0,31.6,23.4,95.0,2012,,
QP054002,12633.0,43.1,22.6,82.6,2012,,
QP054003,13084.0,42.9,15.5,68.4,2012,,
QP054004,12877.0,41.7,14.4,92.0,2012,,
QP054005,12405.0,45.2,15.2,85.7,2012,,
QP054006,12940.0,40.6,17.3,81.7,2012,,
QP054007,13773.0,35.9,20.9,91.8,2012,,
QP054008,12862.0,41.1,16.5,80.2,2012,,
QP054009,13461.0,37.4,17.2,83.0,2012,,
QP054010,10902.0,58.7,21.1,95.0,2012,,
QP054011,11475.0,53.5,19.6,95.0,2012,,
QP054012,11329.0,55.7,15.6,95.0,2012,,
QP054013,12978.0,40.4,17.5,91.5,2012,,
QP054014,12975.0,42.1,25.2,95.0,2012,,
QP054015,11294.0,54.4,18.2,91.5,2012,,
QP054016,13131.0,40.3,17.4,82.6,2012,,
QP054017,14134.0,37.6,14.7,81.8,2012,,
QP054018,12782.0,42.1,19.5,81.8,2012,,
QP055001,12752.0,42.6,17.5,92.6,2012,,
