code,taux_pauvrete_pre,nom_qp,insee_com,lib_com
QP044019,56.53333333333334,Le Sillon De Bretagne,44162,Saint-Herblain
QP045001,35.800000000000004,Les Chaises,45285,Saint-Jean-de-la-Ruelle
QP045002,50.13333333333333,Vésine,45068,Châlette-sur-Loing
QP045003,53.833333333333336,Le Plateau,45068; 45208; 45338,Châlette-sur-Loing; Montargis; Villemandeur
QP045004,37.36666666666667,La Chaussée,45208,Montargis
QP045005,52.5,Le Bourg - Chautemps,45068; 45208,Châlette-sur-Loing; Montargis
QP045006,41.233333333333334,Le Clos De La Grande Salle,45147,Fleury-les-Aubrais
QP045007,45.9,Andrillons Ormes Du mail,45147,Fleury-les-Aubrais
QP045008,31.766666666666666,Lignerolles,45147,Fleury-les-Aubrais
QP045009,29.366666666666664,Dauphine,45234,Orléans
QP045010,43.46666666666667,La Source,45234,Orléans
QP045011,46.4,Argonne,45234,Orléans
QP045012,36.96666666666667,Blossières,45234,Orléans
QP045013,40.6,Pont Bordeaux,45284,Saint-Jean-de-Braye
QP045014,54.93333333333334,Les 3 Fontaines,45285,Saint-Jean-de-la-Ruelle
QP045015,36.9,Le Hameau,45315,Sully-sur-Loire
QP045016,62.5,Champ De La Ville,45155,Gien
QP045017,49.06666666666666,Montoire,45155,Gien
QP045018,42.6,Quartiers Nord,45252,Pithiviers
QP045019,56.73333333333333,Saint Aignan,45252,Pithiviers
QP046001,36.63333333333333,Terre Rouge,46042,Cahors
QP047001,51.36666666666667,Rodrigues - Barleté,47001,Agen
QP047002,63.23333333333333,Montanou,47001,Agen
QP047003,34.46666666666667,Pin,47001,Agen
QP047004,42.800000000000004,Bastide Au Bord Du Lot,47252,Sainte-Livrade-sur-Lot
QP047005,37.13333333333333,Bastide,47323,Villeneuve-sur-Lot
QP047006,45.833333333333336,Baylac Gravette,47157,Marmande
QP047007,36.63333333333333,Coeur De ville,47310,Tonneins
QP049001,39.233333333333334,Belle Beille,49007,Angers
QP049002,43.63333333333333,Roseraie,49007,Angers
QP049003,51.333333333333336,Savary,49007,Angers
QP049004,44.5,Grand Pigeon,49007,Angers
QP049005,44.4,Monplaisir,49007,Angers
QP049006,32.199999999999996,Hauts De Saint Aubin,49007,Angers
QP049007,41.46666666666667,Beauval Bedier Morellerie,49007,Angers
QP049008,46.13333333333333,Le Grand Bellevue,49353,Trélazé
QP049009,49.13333333333333,Bretagne Bostangis,49099,Cholet
QP049010,49.53333333333333,Jean Monnet,49099,Cholet
QP049011,39.5,Favreau Les Mauges,49099,Cholet
QP049012,37.6,Colline Villeneuve,49099,Cholet
QP049013,41.23333333333333,Chemin Vert - Hauts Quartiers,49328,Saumur
QP050001,35.36666666666667,La Turfaudière,50025,Avranches
QP050002,35.53333333333333,Val Saint Jean,50502,Saint-Lô
QP050003,37.266666666666666,La Dollée,50502,Saint-Lô
QP050004,40.800000000000004,Claires Fontaines,50147,Coutances
QP050005,45.23333333333333,Les Provinces,50129,Cherbourg-en-Cotentin
QP050006,35.13333333333333,Maupas - Hautmarais - Brêche Du Bois,50129,Cherbourg-en-Cotentin
QP050007,34.96666666666667,Fourches - Charcot,50129,Cherbourg-en-Cotentin
QP051001,44.86666666666667,Quartier Prioritaire Ouest,51108,Châlons-en-Champagne
QP051002,45.53333333333333,Quartier Prioritaire Sud,51108,Châlons-en-Champagne
QP051003,59.666666666666664,Croix Rouge,51454,Reims
QP051004,39.86666666666667,Wilson - Maison Blanche - Chatillons,51454,Reims
QP051005,46.133333333333326,Orgeval,51454,Reims
QP051006,39.166666666666664,Europe,51454,Reims
QP051008,40.13333333333333,Walbaum,51454,Reims
QP051009,42.63333333333333,Epinettes - Maladrerie - Chemin Des Bouchers,51454,Reims
QP051010,40.699999999999996,Le Hamois,51649,Vitry-le-François
QP051011,53.03333333333333,Rome Saint Charles,51649,Vitry-le-François
QP051012,45.73333333333333,Bernon,51230,Épernay
QP052001,47.23333333333333,Rochotte,52121,Chaumont
QP052002,40.233333333333334,Cavalier,52121,Chaumont
QP052003,53.166666666666664,Quartier Neuf,52269,Langres
QP052004,49.0,Vert-Bois,52448,Saint-Dizier
QP053001,45.333333333333336,Les Fourches,53130,Laval
QP053002,58.333333333333336,Kellermann,53130,Laval
QP053003,40.03333333333333,Pavement - Charité - Mortier - Murat,53130,Laval
QP054001,34.43333333333333,Mouzimpré,54184,Essey-lès-Nancy
QP054002,42.03333333333333,Gouraincourt - Remparts,54323,Longwy
QP054003,41.300000000000004,Concorde,54261,Herserange
QP054004,43.166666666666664,Quartier Voltaire,54323,Longwy
QP054005,44.56666666666666,Val Saint Martin,54382,Mont-Saint-Martin
QP054006,40.166666666666664,Quartier Les Mouettes,54115,Champigneulles
QP054007,34.333333333333336,Quartier La Penotte,54215,Frouard
QP054008,38.1,Bois Le Prêtre - Procheville,54431,Pont-à-Mousson
QP054009,38.4,Centre Ancien,54329,Lunéville
QP054010,56.56666666666666,Niederbronn - Zola,54329,Lunéville
QP054011,49.800000000000004,Quartier La Croix De Metz,54528,Toul
QP054012,56.9,La Californie,54274,Jarville-la-Malgrange
QP054013,42.73333333333333,Les Provinces,54304,Laxou
QP054014,43.73333333333333,Plateau De Haye - Champ Le Boeuf,54304; 54357,Laxou; Maxéville
QP054015,55.46666666666667,Plateau De Haye Nancy - Maxéville,54357; 54395,Maxéville; Nancy
QP054016,41.766666666666666,Haussonville - Les Nations,54395; 54547,Nancy; Vanduvre-lès-Nancy
QP054017,35.73333333333333,Saint Michel Jéricho - Grands moulins,54339; 54395; 54482,Malzéville; Nancy; Saint-Max
QP054018,41.4,Coeur De Ville,54526,Tomblaine
QP055001,41.36666666666667,Côte Sainte-Catherine,55029,Bar-le-Duc
QP055002,58.46666666666667,Planchettes,55545,Verdun
QP055003,40.233333333333334,Centre Verdun - Cité verte,55545,Verdun
QP056001,46.86666666666667,Gumenen Goaner - Parco Pointer,56007,Auray
QP056002,42.4,Les 3 K : Kennedy - Kergohic - Kerihouais,56083,Hennebont
QP056003,37.46666666666667,Centre Ville Kerfrehour,56098,Lanester
QP056004,41.46666666666667,Kervenanec Nord,56121,Lorient
QP056005,44.4,Polygone Frebault,56121,Lorient
QP056006,53.166666666666664,Bois Du Château,56121,Lorient
QP056007,45.46666666666667,Kerguillette Petit Paradis,56121,Lorient
QP056008,51.199999999999996,Kercado,56260,Vannes
QP056009,50.53333333333333,Ménimur,56260,Vannes
QP057001,30.0,Quartier Saravis,57630,Sarrebourg
QP057002,43.26666666666667,La Cité,57058,Behren-lès-Forbach
QP057003,47.166666666666664,Wiesberg Hommel,57227,Forbach
QP057004,53.76666666666667,Bellevue,57227,Forbach
QP057005,42.699999999999996,Quartier Rémelange,57206,Fameck
QP057006,49.13333333333333,Quartier Ouest,57683,Uckange
QP057007,42.06666666666666,Côte Des Roses,57672,Thionville
QP057008,49.833333333333336,Quartier Saint Pierre - La Millaire,57672,Thionville
QP057009,46.300000000000004,Quartier Terrasses Des Provinces,57757,Yutz
QP057010,55.4,Beausoleil,57631,Sarreguemines
QP057011,40.06666666666666,Vieille Ville Et Ville Haute,57631,Sarreguemines
QP057012,45.73333333333333,La Chapelle,57240; 57332,Freyming-Merlebach; Hombourg-Haut
QP057013,33.666666666666664,Quartier République,57269,Guénange
QP057014,40.0,Cité Du Furst,57224; 57690,Folschviller; Valmont
QP057015,43.4,Carrière Wehneck,57606,Saint-Avold
QP057016,41.93333333333333,Quartier Maroc,57160,Creutzwald
QP057017,42.266666666666666,Quartier Breckelberg Fatima,57160,Creutzwald
QP057018,50.93333333333334,Bellecroix,57463,Metz
QP057019,50.36666666666667,Hauts De Vallières,57463,Metz
QP057020,51.5,Borny,57463,Metz
QP057021,45.23333333333333,Sablon Sud,57463,Metz
QP057022,42.333333333333336,La Patrotte - Metz-Nord,57463,Metz
QP057023,42.53333333333333,Quartier Saint-Eloy - Boileau-Pré Génie,57463; 57751,Metz; Woippy
QP057024,37.833333333333336,Les Chênes,57332,Hombourg-Haut
QP058001,52.43333333333334,Grande Pâture - Les Montôts,58194,Nevers
QP058002,48.43333333333334,Le Banlay,58194,Nevers
QP058003,46.56666666666666,Les Bords De Loire,58194,Nevers
QP058004,46.96666666666667,La Baratte - Les Courlis,58194,Nevers
QP058005,44.26666666666667,Saint Laurent,58086,Cosne-Cours-sur-Loire
QP059001,35.233333333333334,Quartier Prioritaire De Hornaing,59314,Hornaing
QP059002,36.166666666666664,Auby Centre,59028,Auby
QP059003,40.333333333333336,Asturies - Belleforières,59028; 59509,Auby; Roost-Warendin
QP059004,58.56666666666666,Résidence Gayant,59178,Douai
QP059005,45.6,Flers En Escrebieux Pont De La Deûle - Dorignies,59178; 59234,Douai; Flers-en-Escrebieux
QP059006,42.46666666666667,Frais Marais,59178; 59569; 59654,Douai; Sin-le-Noble; Waziers
QP059007,41.699999999999996,Notre Dame - La Clochette - Le Bivouac,59178; 59569; 59654,Douai; Sin-le-Noble; Waziers
QP059008,51.36666666666667,Faubourg De Béthune,59165; 59178,Cuincy; Douai
QP059009,59.26666666666667,Les Epis,59569,Sin-le-Noble
QP059010,39.666666666666664,Haut Terroir - Le Vivier,59654,Waziers
QP059011,41.4,Les Explorateurs -  Place Du 8 Mai 1945 - Jean Jaurés - La Flamenne,59225,Feignies
QP059012,37.733333333333334,Quartier Du Village,59230,Ferrière-la-Grande
QP059013,51.166666666666664,Bois Du Quesnoy,59291,Hautmont
QP059014,44.833333333333336,Centre Lambreçon,59324,Jeumont
QP059015,60.4,Long Prés - Prés Du Paradis,59365,Louvroil
QP059016,59.43333333333334,Pont De Pierre,59392,Maubeuge
QP059017,65.3,Provinces Françaises,59392,Maubeuge
QP059018,54.5,L'Epinette,59392,Maubeuge
QP059019,48.63333333333333,Quartier Intercommunal Sous-Le Bois Montplaisir Rue D'Hautmont,59291; 59365; 59392; 59424,Hautmont; Louvroil; Maubeuge; Neuf-Mesnil
QP059020,42.26666666666667,Verrerie - Square République,59014; 59491,Anzin; Raismes
QP059021,41.03333333333333,Zone Intercommunale Rives De L'Escaut,59014; 59079; 59112; 59491; 59606,Anzin; Beuvrages; Bruay-sur-l'Escaut; Raismes; Valenciennes
QP059022,45.833333333333336,Cité Thiers - Cité Du Rivage,59112; 59207; 59491,Bruay-sur-l'Escaut; Escautpont; Raismes
QP059023,49.6,Centre Ville,59153,Condé-sur-l'Escaut
QP059024,50.5,Lecocq,59153,Condé-sur-l'Escaut
QP059025,41.300000000000004,Centre Ville,59253,Fresnes-sur-Escaut
QP059026,37.233333333333334,Le Trieu,59253,Fresnes-sur-Escaut
QP059027,40.666666666666664,Quatre Chasses Poudrière Faiencerie,59447; 59613,Onnaing; Vicq
QP059028,43.46666666666667,Centre Ville,59484,Quiévrechain
QP059029,42.6,La Pépinière,59544,Saint-Saulve
QP059030,53.5,Dutemple Chasse Royale Saint Waast - La Sentinelle,59014; 59564; 59606,Anzin; La Sentinelle; Valenciennes
QP059031,44.699999999999996,Zone Intercommunale Faubourg De Cambrai - La Briquette,59383; 59606,Marly; Valenciennes
QP059032,38.13333333333333,Cité Le Jard,59616,Vieux-Condé
QP059033,37.766666666666666,La Solitude Hermitage,59616,Vieux-Condé
QP059034,36.06666666666667,Quartier Prioritaire d'Aniche,59008; 59024,Aniche; Auberchicourt
QP059035,36.96666666666667,Quartier Prioritaire D'Auberchicourt Et Ecaillon,59024; 59185; 59390,Auberchicourt; Écaillon; Masny
QP059036,40.6,Quartier Prioritaire De Masny,59390,Masny
QP059037,36.06666666666667,Quartier Prioritaire De Montigny En Ostrevent,59414,Montigny-en-Ostrevent
QP059038,42.666666666666664,Barrois,59414; 59456,Montigny-en-Ostrevent; Pecquencourt
QP059039,44.03333333333333,Lemay Sainte Marie,59456,Pecquencourt
QP059040,43.4,Quartier Prioritaire De Somain,59501; 59574,Rieulay; Somain
QP059041,47.199999999999996,Résidences Pasteur Et Foch,59295,Hazebrouck
QP059042,44.13333333333333,Centre Ville - Gambetta,59139,Caudry
QP059043,35.5,Coeur D'Etoile,59481,Le Quesnoy
QP059044,49.800000000000004,Fourmies,59249,Fourmies
QP059045,36.53333333333333,Cité Des Bois,59452,Ostricourt
QP059046,41.5,Vieux Centre Ville Saint Géry,59122,Cambrai
QP059047,44.76666666666667,Quartier Saint Roch,59122,Cambrai
QP059048,46.166666666666664,Quartier Amérique,59122,Cambrai
QP059049,38.233333333333334,Résidence D'Esnes,59122,Cambrai
QP059050,49.199999999999996,Centre,59172,Denain
QP059051,48.23333333333333,Boulevard De La Liberté,59179,Douchy-les-Mines
QP059052,46.26666666666667,Schneider,59205; 59361; 59504,Escaudain; Lourches; Rulx
QP059053,38.36666666666667,Couture Savonnerie,59205,Escaudain
QP059054,43.03333333333333,Gambetta,59172; 59205; 59361,Denain; Escaudain; Lourches
QP059055,36.300000000000004,Sabatier,59491,Raismes
QP059057,41.333333333333336,Collinière,59526,Saint-Amand-les-Eaux
QP059058,30.0,Elnon,59526,Saint-Amand-les-Eaux
QP059059,38.0,Arenberg,59491; 59632,Raismes; Wallers
QP059060,43.4,Petit Steendam,59155,Coudekerque-Branche
QP059061,46.23333333333333,Saint Pol Sur Mer Quartiers Ouest,59183,Dunkerque
QP059062,40.53333333333333,Banc Vert - Ile Jeanty - Carré De La Vieille - Jeu De mail,59183,Dunkerque
QP059063,36.1,Soubise - Basse Ville,59183,Dunkerque
QP059064,42.5,Albeck - Europe - Moulin,59271,Grande-Synthe
QP059065,45.53333333333333,Degroote,59588,Téteghem-Coudekerque-Village
QP059066,45.36666666666667,Pont de Bois,59009,Villeneuve-d'Ascq
QP059067,40.13333333333333,Résidence-Poste-Terroir,59009,Villeneuve-d'Ascq
QP059069,36.9,Attargette - Chanzy,59017,Armentières
QP059070,35.699999999999996,Bizet - Briquetterie,59017,Armentières
QP059071,42.300000000000004,Quartier Intercommunal Hautchamps Longchamp - Lionderie - 3 Baudets,59299; 59367; 59512,Hem; Lys-lez-Lannoy; Roubaix
QP059072,36.833333333333336,Pacot - Vandracq,59328,Lambersart
QP059073,47.9,Secteur Ouest,59350,Lille
QP059074,46.166666666666664,Secteur Sud,59220; 59346; 59350; 59360,Faches-Thumesnil; Lezennes; Lille; Loos
QP059075,36.1,Secteur Nord Est,59350,Lille
QP059076,39.166666666666664,Secteur Nord,59350,Lille
QP059077,38.6,Les Oliveaux,59360,Loos
QP059078,38.1,Clémenceau-Kiener,59360,Loos
QP059079,45.96666666666667,La Briquetterie,59378,Marcq-en-Barul
QP059080,38.733333333333334,Nouveau Mons - Les Sarts- Dombrowski,59009; 59350; 59410,Villeneuve-d'Ascq; Lille; Mons-en-Barul
QP059081,42.43333333333334,Comtesse De Ségur,59507,Ronchin
QP059082,49.166666666666664,Quartier Intercommunal Roubaix-Tourcoing - Blanc Seau - Croix Bas Saint Pierre,59163; 59512; 59599; 59650,Croix; Roubaix; Tourcoing; Wattrelos
QP059083,43.5,Nouveau Roubaix,59512,Roubaix
QP059084,47.46666666666667,La Mouchonnière,59560,Seclin
QP059085,34.833333333333336,Phalempins,59599,Tourcoing
QP059086,37.699999999999996,Virolois,59599,Tourcoing
QP059087,53.199999999999996,La Bourgogne,59599,Tourcoing
QP059088,34.333333333333336,Pont Rompu,59599,Tourcoing
QP059089,37.666666666666664,Blanc Riez,59648,Wattignies
QP059090,39.699999999999996,Epidéme Villas Couteaux,59599; 59650,Tourcoing; Wattrelos
QP059091,32.96666666666667,Centralité De Beaulieu,59650,Wattrelos
QP060001,46.333333333333336,Les Hauts De Creil,60175,Creil
QP060002,44.5,Les Martinets,60414,Montataire
QP060003,47.23333333333333,Les Côteaux,60463,Nogent-sur-Oise
QP060004,44.73333333333333,Les Rochers L'Obier,60463,Nogent-sur-Oise
QP060005,36.63333333333333,Belle Vue Belle Visée,60684,Villers-Saint-Paul
QP060006,43.23333333333333,Vivier Corax,60159,Compiègne
QP060007,46.300000000000004,Clos Des Roses,60159,Compiègne
QP060008,36.5,La Victoire,60159,Compiègne
QP060009,46.800000000000004,Saint Jean,60057,Beauvais
QP060010,45.63333333333333,Saint Lucien,60057,Beauvais
QP060011,42.86666666666667,Argentine,60057,Beauvais
QP060012,42.93333333333334,Les Terriers,60509,Pont-Sainte-Maxence
QP060013,47.300000000000004,Quartier De La Nacre,60395,Méru
QP060014,40.23333333333333,Les Sables,60157,Clermont
QP060016,29.53333333333333,Quartier Kennedy,60176,Crépy-en-Valois
QP060017,42.0,Beauséjour,60471,Noyon
QP060018,56.666666666666664,Mont Siméon,60471,Noyon
QP061001,43.199999999999996,Les Provinces,61006,Argentan
QP061002,43.06666666666666,Saint Michel - Vallée D'Auge,61006,Argentan
QP061003,50.333333333333336,Saint Michel,61169,Flers
QP061004,47.699999999999996,Saint Sauveur,61169,Flers
QP061005,54.43333333333334,La Madeleine,61214,L'Aigle
QP061006,60.0,Perseigne,61001,Alençon
QP061007,47.06666666666666,Courteille,61001,Alençon
QP062001,36.93333333333333,Quartier Du Mieux-Etre,62560,Marquise
QP062002,39.06666666666667,Camus,62032,Angres
QP062003,36.13333333333333,Plantigeons - Fosse 4,62215,Carvin
QP062004,45.666666666666664,Centre Ville,62048,Auchel
QP062005,40.56666666666666,Quartier Des Cité 5 - Cité De Marles - Cité Du Rond-Point,62048; 62194; 62555,Auchel; Calonne-Ricouart; Marles-les-Mines
QP062006,43.36666666666667,Quartier Rimbert,62048; 62188,Auchel; Burbure
QP062007,38.0,Quartier Du Regain,62083; 62443,Barlin; Hersin-Coupigny
QP062008,44.9,Quartier Du Mont Liébaut,62119,Béthune
QP062009,39.800000000000004,Quartier De La Rue De Lille,62119; 62848,Béthune; Verquin
QP062010,42.76666666666667,Renaissance,62126; 62480,Beuvry; Labourse
QP062011,41.6,Le Centre,62178; 62400,Bruay-la-Buissière; Haillicourt
QP062012,41.166666666666664,Terrasses Basly,62178,Bruay-la-Buissière
QP062013,34.63333333333333,Quartier Coteau Du Stade Parc-Cité 34,62178; 62270,Bruay-la-Buissière; Divion
QP062014,46.23333333333333,Quartier Des Cités 6 Et 30,62194; 62270,Calonne-Ricouart; Divion
QP062015,53.76666666666667,Quartier Provinces - Longues Trinques,62048; 62217,Auchel; Cauchy-à-la-Tour
QP062016,39.53333333333333,Quartier Saint-Elie - Fosse 13,62276; 62401; 62464,Douvrin; Haisnes; Hulluch
QP062017,42.43333333333333,Le Haut D'Houdain,62400; 62457,Haillicourt; Houdain
QP062018,38.6,Terre-Noeve,62617,Nux-les-Mines
QP062019,51.73333333333333,République - Cité 4,62065,Avion
QP062020,44.333333333333336,Cité Des Brebis,62186; 62563,Bully-les-Mines; Mazingarbe
QP062021,44.5,Cité Du Transvaal - Centre,62133; 62351,Billy-Montigny; Fouquières-lès-Lens
QP062022,40.233333333333334,Cité 5 - Cité 11,62386; 62528,Grenay; Loos-en-Gohelle
QP062023,44.76666666666667,Cité Bellevue,62413,Harnes
QP062024,44.4,Cité 12-14,62498; 62528,Lens; Loos-en-Gohelle
QP062025,51.4,Grande Résidence,62498; 62523; 62842,Lens; Loison-sous-Lens; Vendin-le-Vieil
QP062026,45.833333333333336,Cité 2,62498,Lens
QP062027,51.833333333333336,Sellier Cité 4,62498,Lens
QP062028,44.76666666666667,Calonne - Marichelles - Vent De Bise,62510,Liévin
QP062029,40.63333333333333,Les Hauts De Liévin - Résidence Des Provinces - Cités 9-9bis,62498; 62510; 62528,Lens; Liévin; Loos-en-Gohelle
QP062030,50.86666666666667,Blum - Salengro - 109,62510,Liévin
QP062031,44.03333333333333,3 Cités,62563,Mazingarbe
QP062032,43.76666666666667,Cité 10,62737,Sains-en-Gohelle
QP062033,44.03333333333333,Les Blanches Laines Fosse 11 12 13,62065; 62771,Avion; Sallaumines
QP062034,48.800000000000004,Quartier du 3/15,62133; 62570; 62628; 62771,Billy-Montigny; Méricourt; Noyelles-sous-Lens; Sallaumines
QP062035,37.56666666666667,Cité Des Taberneaux,62895,Wingles
QP062036,59.53333333333333,Saint-Exupéry - Léon Blum,62040; 62525; 62765,Arques; Longuenesse; Saint-Omer
QP062037,40.43333333333334,Quai Du commerce - Saint Sépulcre,62765,Saint-Omer
QP062038,41.266666666666666,Du Village Au Moulin,62249,Courcelles-lès-Lens
QP062039,48.23333333333333,Rotois - Saint Roch,62250,Courrières
QP062040,39.96666666666667,Cornuault,62321,Évin-Malmaison
QP062041,41.733333333333334,Macé - Darcy,62427,Hénin-Beaumont
QP062042,51.56666666666666,Ponchelet - Kennedy,62427,Hénin-Beaumont
QP062043,46.53333333333333,La Plaine Du 7,62250; 62351; 62587,Courrières; Fouquières-lès-Lens; Montigny-en-Gohelle
QP062044,49.333333333333336,Zac Des Deux Villes,62427; 62587,Hénin-Beaumont; Montigny-en-Gohelle
QP062045,43.0,Quartier Du Maroc - La Canche,62570; 62724,Méricourt; Rouvroy
QP062046,42.86666666666667,Nouméa,62724,Rouvroy
QP062047,46.13333333333333,Languedoc - Cité 10,62133; 62724,Billy-Montigny; Rouvroy
QP062048,44.5,Quartier De La Haute Voie,62907,Libercourt
QP062049,41.833333333333336,Damrémont,62160,Boulogne-sur-Mer
QP062050,44.13333333333333,Centre Ville,62160,Boulogne-sur-Mer
QP062051,52.0,Chemin Vert - Beaurepaire - Malborough,62160; 62758,Boulogne-sur-Mer; Saint-Martin-Boulogne
QP062053,41.166666666666664,Quartier Tour Du Renard,62160; 62643; 62667,Boulogne-sur-Mer; Outreau; Le Portel
QP062055,51.333333333333336,Fort Nieulay - Cailloux - Saint-Pierre,62193,Calais
QP062056,60.1,Beau Marais,62193,Calais
QP062057,43.666666666666664,Ville Centre,62516,Lillers
QP062058,40.4,Centre Historique,62014,Aire-sur-la-Lys
QP062059,44.666666666666664,Quartier De La Renaissance,62318,Étaples
QP062060,45.06666666666666,Quatre As,62004,Achicourt
QP062061,50.0,Arras Ouest,62041,Arras
QP062062,45.03333333333333,Saint Michel Goudemand,62041,Arras
QP062063,36.4,Cheminots Jean Jaurès Moulin Hacart,62004; 62041,Achicourt; Arras
QP062064,50.03333333333333,Nouvelles Résidences,62753; 62764,Saint-Laurent-Blangy; Saint-Nicolas
QP063002,52.833333333333336,Saint-Jacques,63113,Clermont-Ferrand
QP063003,50.699999999999996,Quartiers Nord,63113,Clermont-Ferrand
QP063004,47.6,La Gauthière,63113,Clermont-Ferrand
QP063005,41.233333333333334,Fontaine Du Bac,63113,Clermont-Ferrand
QP063006,38.36666666666667,Cournon D'Auvergne,63124,Cournon-d'Auvergne
QP063007,40.76666666666667,Centre Ancien,63430,Thiers
QP064001,32.199999999999996,Maubec - Citadelle,64102,Bayonne
QP064002,36.266666666666666,Hauts De Sainte Croix,64102,Bayonne
QP064003,40.0,Saragosse,64445,Pau
QP064004,54.199999999999996,Ousse Des Bois,64445,Pau
QP065001,54.666666666666664,Tarbes Ouest,65440,Tarbes
QP065002,50.29999999999999,Tarbes Nord,65440,Tarbes
QP065003,36.333333333333336,Tarbes Est,65440,Tarbes
QP065004,36.1,Ophite,65286,Lourdes
QP066001,42.699999999999996,Centre Ville,66065,Elne
QP066002,38.4,Quartier Saint Assiscle,66136,Perpignan
QP066003,43.76666666666667,Quartier Gare,66136,Perpignan
QP066004,67.16666666666667,Quartier Bas-Vernet Ancien Zus,66136,Perpignan
QP066005,60.833333333333336,Diagonale Du Haut - Moyen-Vernet,66136,Perpignan
QP066006,65.46666666666667,Rois De Majorque,66136,Perpignan
QP066007,38.93333333333334,Bas-Vernet Nouveau QPV,66136,Perpignan
QP066008,54.86666666666667,Quartier Centre Ancien,66136,Perpignan
QP066009,58.46666666666667,Quartier Nouveau Logis,66136,Perpignan
QP066010,61.9,Quartier Champs De Mars,66136,Perpignan
QP067001,30.433333333333334,Quartier Liberté,67046,Bischwiller
QP067002,41.5,Les Pins - Musau,67180,Haguenau
QP067003,35.733333333333334,Saverne - Quartiers Est,67437,Saverne
QP067004,42.1,Quartiers Ouest,67043; 67447,Bischheim; Schiltigheim
QP067005,52.43333333333334,Guirbaden,67043,Bischheim
QP067006,38.13333333333333,Libermann,67218,Illkirch-Graffenstaden
QP067008,35.96666666666666,Marais,67447,Schiltigheim
QP067009,38.76666666666667,Hohberg,67482,Strasbourg
QP067010,39.9,Molkenbronn,67267; 67482,Lingolsheim; Strasbourg
QP067011,45.0,Hautepierre,67482,Strasbourg
QP067012,38.0,Koenigshoffen-Est,67482,Strasbourg
QP067013,42.699999999999996,Cronenbourg,67482,Strasbourg
QP067014,47.800000000000004,Elsau,67482,Strasbourg
QP067015,41.0,Laiterie,67482,Strasbourg
QP067016,47.56666666666666,Neuhof - Meinau,67482,Strasbourg
QP067017,38.63333333333333,Cité De L'Ill,67482,Strasbourg
QP067018,37.800000000000004,Spach,67482,Strasbourg
QP067019,42.4,Ampère,67482,Strasbourg
QP067020,49.53333333333333,Port Du Rhin,67482,Strasbourg
QP067021,34.56666666666667,Murhof,67482,Strasbourg
QP068001,54.73333333333333,Florimont - Bel Air,68066,Colmar
QP068002,44.06666666666666,Europe - Schweitzer,68066,Colmar
QP068003,50.300000000000004,Quartier Les Coteaux,68224,Mulhouse
QP068004,47.06666666666666,Quartier De Bourtzwiller,68224,Mulhouse
QP068005,44.166666666666664,Péricentre,68224,Mulhouse
QP068006,40.46666666666667,Drouot - Jonquilles,68154; 68224,Illzach; Mulhouse
QP068007,36.6,Quartier Brustlein,68224,Mulhouse
QP068008,37.86666666666667,Markstein - La Forêt,68376,Wittenheim
QP068009,39.63333333333333,Quartier De La Gare,68297,Saint-Louis
QP068010,41.96666666666667,Quartier Bel Air,68063,Cernay
QP069002,35.233333333333334,Monod,69266,Villeurbanne
QP069004,35.166666666666664,Centre,69091,Givors
QP069005,38.9,Les Pérouses,69027,Brignais
QP069006,37.5,Le Garet,69264,Villefranche-sur-Saône
QP069007,42.1,Béligny,69264,Villefranche-sur-Saône
QP069008,48.96666666666667,Belleroche,69092; 69115; 69264,Gleizé; Limas; Villefranche-sur-Saône
QP069009,37.86666666666667,Aiguerande,69019,Belleville-en-Beaujolais
QP069010,49.56666666666666,Parilly,69029,Bron
QP069011,39.9,Terraillon - Chenier,69029; 69256,Bron; Vaulx-en-Velin
QP069012,49.166666666666664,Les Vernes,69091,Givors
QP069013,49.06666666666666,La Saulaie,69142; 69149,La Mulatière; Oullins-Pierre-Bénite
QP069014,41.63333333333333,Hautes Roches,69149,Oullins-Pierre-Bénite
QP069015,47.166666666666664,Minguettes - Clochettes,69199; 69259,Saint-Fons; Vénissieux
QP069016,41.5,Arsenal - Carnot-Parmentier,69199,Saint-Fons
QP069017,30.400000000000002,Les Collonges,69204,Saint-Genis-Laval
QP069018,44.73333333333333,Grande Île,69256,Vaulx-en-Velin
QP069019,36.6,Sud,69256,Vaulx-en-Velin
QP069020,34.800000000000004,Duclos - Barel,69259,Vénissieux
QP069022,35.666666666666664,Bel Air - Les Brosses,69266,Villeurbanne
QP069023,40.13333333333333,Saint-Jean,69266,Villeurbanne
QP069024,50.36666666666667,Les Buers Nord,69266,Villeurbanne
QP069025,33.300000000000004,Tonkin,69266,Villeurbanne
QP069026,38.06666666666666,Prainet,69275,Décines-Charpieu
QP069027,32.43333333333334,Le Mathiolan,69282,Meyzieu
QP069028,34.5,Ville Nouvelle,69286,Rillieux-la-Pape
QP069029,36.166666666666664,Bellevue,69290,Saint-Priest
QP069030,41.199999999999996,Garibaldi,69290,Saint-Priest
QP069031,36.43333333333334,Bel Air,69290,Saint-Priest
QP069032,39.699999999999996,Soeurs Janin,69123,Lyon
QP069033,46.833333333333336,Cités Sociales Gerland,69123,Lyon
QP069034,39.13333333333333,Moulin A Vent,69123,Lyon
QP069035,33.833333333333336,Etats-Unis - Langlet Santy,69123; 69259,Lyon; Vénissieux
QP069036,40.96666666666667,Mermoz,69123,Lyon
QP069037,37.96666666666667,Duchère,69123,Lyon
